,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
103,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],778.46,-22.13,38.6,-43.82,9.76,-8.79,44.87,587.89,997.0,419.0,578.0,42.03,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.8,30,20,312,216,10,50,45
104,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],765.24,-23.45,38.6,-44.77,9.76,-8.79,46.16,587.94,996.0,419.0,577.0,42.07,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.8,40,20,312,216,10,50,45
105,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],741.72,-25.8,38.6,-46.47,9.65,-7.72,46.41,507.08,944.0,409.0,535.0,43.33,0.01,0.75,-0.56,1000,2,-5,0,0.0,10,1.2,20,20,312,216,10,50,45
106,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],801.99,-19.77,38.6,-42.12,9.66,-7.89,45.02,499.12,889.0,393.0,496.0,44.21,0.02,0.78,-0.59,1000,2,-5,0,0.0,10,1.2,30,20,312,216,10,50,45
107,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],857.28,-14.24,38.6,-38.13,11.22,-8.6,45.56,503.66,869.0,389.0,480.0,44.76,0.03,0.79,-0.59,1000,2,-5,0,0.0,10,1.2,40,20,312,216,10,50,45
108,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],841.73,-15.8,38.6,-39.25,9.66,-7.72,43.87,519.48,916.0,399.0,517.0,43.56,0.02,0.78,-0.56,1000,2,-5,0,0.0,10,1.6,20,20,312,216,10,50,45
109,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],858.67,-14.1,38.6,-38.03,9.68,-8.62,44.48,511.6,869.0,390.0,479.0,44.88,0.03,0.78,-0.59,1000,2,-5,0,0.0,10,1.6,30,20,312,216,10,50,45
110,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],866.67,-13.3,38.6,-37.45,9.68,-8.62,45.07,501.72,864.0,391.0,473.0,45.25,0.03,0.77,-0.59,1000,2,-5,0,0.0,10,1.6,40,20,312,216,10,50,45
111,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],775.06,-22.47,38.6,-44.06,9.66,-8.54,44.11,484.32,889.0,395.0,494.0,44.43,0.01,0.77,-0.59,1000,2,-5,0,0.0,10,2.0,20,20,312,216,10,50,45
112,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],865.2,-13.45,38.6,-37.56,11.22,-8.83,46.34,508.25,862.0,388.0,474.0,45.01,0.03,0.78,-0.59,1000,2,-5,0,0.0,10,2.0,30,20,312,216,10,50,45
113,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],825.79,-17.39,38.6,-40.4,9.68,-8.76,46.85,502.47,859.0,386.0,473.0,44.94,0.02,0.77,-0.59,1000,2,-5,0,0.0,10,2.0,40,20,312,216,10,50,45
114,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],872.12,-12.76,38.6,-37.06,9.68,-8.58,43.47,511.53,867.0,388.0,479.0,44.75,0.03,0.78,-0.58,1000,2,-5,0,0.0,10,2.4,20,20,312,216,10,50,45
115,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],884.35,-11.53,38.6,-36.17,11.22,-8.82,45.67,506.27,857.0,385.0,472.0,44.92,0.03,0.78,-0.58,1000,2,-5,0,0.0,10,2.4,30,20,312,216,10,50,45
116,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],841.7,-15.8,38.6,-39.25,9.65,-8.82,45.94,495.69,856.0,385.0,471.0,44.98,0.02,0.77,-0.59,1000,2,-5,0,0.0,10,2.4,40,20,312,216,10,50,45
117,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],882.82,-11.69,38.6,-36.28,9.65,-8.82,44.07,514.23,857.0,386.0,471.0,45.04,0.03,0.78,-0.58,1000,2,-5,0,0.0,10,2.8,20,20,312,216,10,50,45
118,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],842.25,-15.75,38.6,-39.21,9.65,-8.82,46.08,497.63,856.0,384.0,472.0,44.86,0.02,0.77,-0.58,1000,2,-5,0,0.0,10,2.8,30,20,312,216,10,50,45
