,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
13,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],801.59,-19.81,38.6,-42.15,22.72,-10.18,44.7,61.97,88.0,34.0,54.0,38.64,-0.13,2.95,-2.07,1000,2,-5,0,-10.0,0,2.8,30,20,312,216,10,50,45
14,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1429.39,42.99,38.6,3.16,58.03,-13.78,32.01,83.54,80.0,33.0,47.0,41.25,0.7,4.4,-1.9,1000,2,-5,0,-10.0,0,2.8,40,20,312,216,10,50,45
15,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1232.36,23.28,38.6,-11.06,21.6,-4.1,37.0,387.07,613.0,189.0,424.0,30.83,0.09,1.65,-0.61,1000,2,-5,0,-10.0,5,1.2,20,20,312,216,10,50,45
16,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1508.43,50.9,38.6,8.87,26.8,-7.99,33.43,316.09,425.0,130.0,295.0,30.59,0.17,2.26,-0.76,1000,2,-5,0,-10.0,5,1.2,30,20,312,216,10,50,45
17,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1376.54,37.7,38.6,-0.65,55.37,-8.5,42.6,212.5,337.0,102.0,235.0,30.27,0.19,2.67,-0.88,1000,2,-5,0,-10.0,5,1.2,40,20,312,216,10,50,45
18,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1123.15,12.35,38.6,-18.94,23.99,-10.62,39.53,292.97,457.0,147.0,310.0,32.17,0.08,1.88,-0.77,1000,2,-5,0,-10.0,5,1.6,20,20,312,216,10,50,45
19,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],3340.77,234.19,38.6,141.11,55.37,-3.22,34.3,292.11,321.0,103.0,218.0,32.09,0.49,3.38,-0.87,1000,2,-5,0,-10.0,5,1.6,30,20,312,216,10,50,45
20,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1485.04,48.56,38.6,7.18,54.68,-7.65,38.32,210.25,271.0,82.0,189.0,30.26,0.25,3.18,-1.01,1000,2,-5,0,-10.0,5,1.6,40,20,312,216,10,50,45
21,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1393.87,39.44,38.6,0.6,58.39,-7.83,53.58,240.43,327.0,99.0,228.0,30.28,0.2,2.71,-0.89,1000,2,-5,0,-10.0,5,2.0,20,20,312,216,10,50,45
22,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1884.89,88.56,38.6,36.04,43.73,-8.2,29.61,209.45,233.0,86.0,147.0,36.91,0.38,3.03,-1.17,1000,2,-5,0,-10.0,5,2.0,30,20,312,216,10,50,45
23,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],2126.55,112.73,38.6,53.48,56.89,-7.99,35.39,193.81,195.0,75.0,120.0,38.46,0.53,3.4,-1.26,1000,2,-5,0,-10.0,5,2.0,40,20,312,216,10,50,45
24,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],3435.82,243.7,38.6,147.98,154.84,-8.01,31.42,167.25,169.0,68.0,101.0,40.24,1.17,4.69,-1.21,1000,2,-5,0,-10.0,5,2.4,20,20,312,216,10,50,45
25,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],3234.88,223.6,38.6,133.47,164.76,-8.91,20.16,126.54,132.0,50.0,82.0,37.88,1.51,6.34,-1.44,1000,2,-5,0,-10.0,5,2.4,30,20,312,216,10,50,45
26,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1604.62,60.52,38.6,15.81,61.24,-11.02,27.21,96.08,134.0,50.0,84.0,37.31,0.55,3.92,-1.46,1000,2,-5,0,-10.0,5,2.4,40,20,312,216,10,50,45
27,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1715.1,71.57,38.6,23.79,71.24,-10.18,30.22,99.09,78.0,34.0,44.0,43.59,1.02,5.0,-2.05,1000,2,-5,0,-10.0,5,2.8,20,20,312,216,10,50,45
28,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],928.78,-7.09,38.6,-32.97,24.15,-10.18,43.07,66.14,83.0,33.0,50.0,39.76,0.05,3.1,-1.97,1000,2,-5,0,-10.0,5,2.8,30,20,312,216,10,50,45
29,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1656.91,65.75,38.6,19.58,59.51,-14.53,27.57,87.31,78.0,32.0,46.0,41.03,0.93,4.99,-1.9,1000,2,-5,0,-10.0,5,2.8,40,20,312,216,10,50,45
30,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1446.0,44.65,38.6,4.36,25.12,-7.49,28.98,351.72,525.0,176.0,349.0,33.52,0.13,1.68,-0.66,1000,2,-5,0,-10.0,10,1.2,20,20,312,216,10,50,45
31,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1109.81,11.02,38.6,-19.9,22.99,-7.49,31.14,267.05,389.0,125.0,264.0,32.13,0.09,1.99,-0.81,1000,2,-5,0,-10.0,10,1.2,30,20,312,216,10,50,45
32,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1950.16,95.08,38.6,40.75,55.37,-7.32,33.92,231.31,302.0,100.0,202.0,33.11,0.33,2.74,-0.87,1000,2,-5,0,-10.0,10,1.2,40,20,312,216,10,50,45
33,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1172.09,17.25,38.6,-15.41,30.46,-12.64,28.79,288.47,425.0,144.0,281.0,33.88,0.1,1.75,-0.75,1000,2,-5,0,-10.0,10,1.6,20,20,312,216,10,50,45
34,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],3624.48,262.57,38.6,161.59,55.37,-5.32,25.89,256.11,288.0,104.0,184.0,36.11,0.56,3.11,-0.88,1000,2,-5,0,-10.0,10,1.6,30,20,312,216,10,50,45
35,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1391.39,39.19,38.6,0.42,54.68,-6.58,40.02,177.57,250.0,74.0,176.0,29.6,0.25,3.35,-1.06,1000,2,-5,0,-10.0,10,1.6,40,20,312,216,10,50,45
36,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1199.12,19.95,38.6,-13.46,69.68,-8.17,54.15,165.95,284.0,96.0,188.0,33.8,0.18,2.41,-0.96,1000,2,-5,0,-10.0,10,2.0,20,20,312,216,10,50,45
37,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1421.63,42.21,38.6,2.6,41.23,-5.8,30.97,160.25,221.0,72.0,149.0,32.58,0.26,2.97,-1.05,1000,2,-5,0,-10.0,10,2.0,30,20,312,216,10,50,45
38,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1344.55,34.5,38.6,-2.96,12.84,-7.9,30.88,172.58,180.0,74.0,106.0,41.11,0.24,2.27,-1.18,1000,2,-5,0,-10.0,10,2.0,40,20,312,216,10,50,45
39,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],3019.52,202.06,38.6,117.93,144.57,-8.01,22.57,149.8,153.0,69.0,84.0,45.1,1.15,4.05,-1.23,1000,2,-5,0,-10.0,10,2.4,20,20,312,216,10,50,45
40,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],2285.87,128.67,38.6,64.98,137.61,-8.91,33.8,124.29,130.0,44.0,86.0,33.85,1.12,6.01,-1.38,1000,2,-5,0,-10.0,10,2.4,30,20,312,216,10,50,45
41,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1649.34,64.99,38.6,19.04,39.87,-11.02,22.66,114.41,125.0,50.0,75.0,40.0,0.54,3.54,-1.46,1000,2,-5,0,-10.0,10,2.4,40,20,312,216,10,50,45
42,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1458.95,45.95,38.6,5.3,47.42,-10.18,30.28,82.31,74.0,30.0,44.0,40.54,0.73,4.54,-1.87,1000,2,-5,0,-10.0,10,2.8,20,20,312,216,10,50,45
43,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1314.15,31.46,38.6,-5.15,23.81,-7.94,27.49,69.25,78.0,30.0,48.0,38.46,0.49,3.76,-1.56,1000,2,-5,0,-10.0,10,2.8,30,20,312,216,10,50,45
44,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1571.48,57.2,38.6,13.42,59.7,-8.95,25.11,77.22,75.0,28.0,47.0,37.33,0.88,5.28,-1.75,1000,2,-5,0,-10.0,10,2.8,40,20,312,216,10,50,45
45,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1208.48,20.89,38.6,-12.78,24.29,-9.48,29.0,306.05,426.0,155.0,271.0,36.38,0.1,1.53,-0.72,1000,2,-5,0,-10.0,15,1.2,20,20,312,216,10,50,45
46,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1193.25,19.37,38.6,-13.88,26.86,-9.48,32.64,250.32,330.0,119.0,211.0,36.06,0.13,1.91,-0.88,1000,2,-5,0,-10.0,15,1.2,30,20,312,216,10,50,45
47,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1602.57,60.31,38.6,15.66,55.37,-6.39,26.89,222.84,271.0,85.0,186.0,31.37,0.29,2.9,-0.91,1000,2,-5,0,-10.0,15,1.2,40,20,312,216,10,50,45
48,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1325.14,32.56,38.6,-4.36,26.42,-9.48,28.33,255.57,347.0,119.0,228.0,34.29,0.14,1.94,-0.79,1000,2,-5,0,-10.0,15,1.6,20,20,312,216,10,50,45
49,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1962.46,96.32,38.6,41.64,55.37,-6.33,33.85,218.08,262.0,96.0,166.0,36.64,0.38,2.74,-0.99,1000,2,-5,0,-10.0,15,1.6,30,20,312,216,10,50,45
50,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],2026.97,102.77,38.6,46.29,63.82,-8.19,25.44,201.71,218.0,69.0,149.0,31.65,0.47,3.67,-1.01,1000,2,-5,0,-10.0,15,1.6,40,20,312,216,10,50,45
51,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1570.73,57.13,38.6,13.37,54.71,-5.09,32.65,181.56,260.0,87.0,173.0,33.46,0.29,2.89,-1.02,1000,2,-5,0,-10.0,15,2.0,20,20,312,216,10,50,45
52,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1200.86,20.13,38.6,-13.33,40.64,-10.04,35.49,160.96,205.0,71.0,134.0,34.63,0.2,2.9,-1.23,1000,2,-5,0,-10.0,15,2.0,30,20,312,216,10,50,45
53,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1789.73,79.04,38.6,29.17,57.54,-11.62,27.97,148.11,169.0,65.0,104.0,38.46,0.5,3.23,-1.21,1000,2,-5,0,-10.0,15,2.0,40,20,312,216,10,50,45
54,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],2050.4,105.11,38.6,47.98,154.8,-8.02,28.28,120.43,157.0,63.0,94.0,40.13,0.91,4.39,-1.41,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1924.95,92.56,38.6,38.93,144.38,-8.91,38.65,105.59,127.0,46.0,81.0,36.22,1.03,5.58,-1.55,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1184.6,18.5,38.6,-14.5,50.95,-11.02,25.54,87.55,122.0,44.0,78.0,36.07,0.29,3.56,-1.55,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1533.11,53.37,38.6,10.65,51.2,-10.18,29.39,74.24,68.0,30.0,38.0,44.12,0.88,4.43,-1.93,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1104.75,10.51,38.6,-20.27,17.54,-8.23,33.66,73.27,82.0,33.0,49.0,40.24,0.23,3.04,-1.67,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1591.91,59.25,38.6,14.89,58.92,-7.64,28.05,73.32,65.0,26.0,39.0,40.0,1.0,5.11,-1.74,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1035.22,3.56,38.6,-25.28,15.6,-5.38,27.97,188.15,266.0,95.0,171.0,35.71,0.07,1.53,-0.75,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1258.41,25.88,38.6,-9.18,25.14,-5.41,26.18,166.7,220.0,78.0,142.0,35.45,0.17,2.15,-0.91,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1520.36,52.09,38.6,9.73,33.65,-6.47,33.99,139.91,187.0,67.0,120.0,35.83,0.33,2.82,-1.06,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],898.26,-10.14,38.6,-35.17,15.73,-6.19,33.23,148.84,234.0,79.0,155.0,33.76,0.01,1.82,-0.91,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1703.06,70.37,38.6,22.92,33.65,-6.47,31.2,147.46,186.0,69.0,117.0,37.1,0.4,2.93,-1.1,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1243.78,24.42,38.6,-10.23,31.43,-4.98,35.11,113.33,165.0,53.0,112.0,32.12,0.24,3.12,-1.12,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1050.08,5.04,38.6,-24.21,16.88,-5.72,34.0,121.67,194.0,71.0,123.0,36.6,0.1,2.15,-1.09,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],851.91,-14.78,38.6,-38.51,32.3,-9.72,38.82,96.68,163.0,58.0,105.0,35.58,0.0,2.5,-1.38,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1004.32,0.47,38.6,-27.51,25.67,-6.68,39.99,96.3,138.0,52.0,86.0,37.68,0.1,2.62,-1.42,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1652.76,65.33,38.6,19.29,148.62,-8.01,43.39,90.11,135.0,51.0,84.0,37.78,0.86,4.49,-1.35,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1421.73,42.22,38.6,2.61,140.88,-8.98,35.55,77.13,112.0,43.0,69.0,38.39,0.86,4.93,-1.68,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1028.0,2.84,38.6,-25.81,18.52,-10.95,28.52,62.54,93.0,36.0,57.0,38.71,0.14,3.14,-1.76,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],814.28,-18.54,38.6,-41.23,54.41,-10.18,47.5,62.14,73.0,22.0,51.0,30.14,-0.07,3.92,-1.78,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],721.25,-27.85,38.6,-47.94,13.11,-9.69,29.19,45.54,71.0,24.0,47.0,33.8,-0.38,2.39,-1.79,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],1015.76,1.61,38.6,-26.69,14.07,-7.63,25.45,45.16,62.0,23.0,39.0,37.1,0.14,3.62,-1.92,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],472.14,-52.77,38.6,-65.92,9.62,-5.93,57.72,553.84,1155.0,456.0,699.0,39.48,-0.02,0.74,-0.53,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],439.62,-56.02,38.6,-68.27,9.64,-8.0,63.64,525.55,1086.0,427.0,659.0,39.32,-0.03,0.77,-0.55,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],601.15,-39.86,38.6,-56.61,15.02,-8.55,60.2,542.67,1069.0,434.0,635.0,40.6,-0.0,0.8,-0.56,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],544.49,-45.53,38.6,-60.7,9.64,-6.96,54.93,566.89,1117.0,442.0,675.0,39.57,-0.01,0.78,-0.53,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],612.22,-38.76,38.6,-55.81,14.97,-8.58,59.77,557.09,1069.0,435.0,634.0,40.69,-0.0,0.81,-0.56,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],626.5,-37.33,38.6,-54.78,14.97,-8.58,58.39,544.37,1059.0,438.0,621.0,41.36,-0.0,0.8,-0.57,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],500.41,-49.94,38.6,-63.88,15.02,-8.5,60.94,510.49,1083.0,440.0,643.0,40.63,-0.02,0.77,-0.56,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],557.9,-44.19,38.6,-59.73,14.97,-8.79,60.35,537.64,1060.0,437.0,623.0,41.23,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],581.84,-41.8,38.6,-58.01,14.97,-8.79,59.32,550.54,1054.0,436.0,618.0,41.37,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],578.12,-42.17,38.6,-58.27,14.97,-8.55,57.94,528.82,1053.0,436.0,617.0,41.41,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],574.47,-42.53,38.6,-58.54,14.97,-8.79,57.75,533.1,1049.0,432.0,617.0,41.18,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],545.29,-45.45,38.6,-60.64,14.97,-8.79,60.42,526.95,1047.0,431.0,616.0,41.17,-0.01,0.79,-0.58,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],589.79,-41.0,38.6,-57.43,14.97,-8.79,56.82,540.82,1044.0,431.0,613.0,41.28,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],570.01,-42.98,38.6,-58.86,14.97,-8.79,58.07,526.74,1045.0,429.0,616.0,41.05,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],564.28,-43.55,38.6,-59.27,14.97,-8.79,58.54,528.11,1044.0,429.0,615.0,41.09,-0.01,0.79,-0.57,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],684.64,-31.51,38.6,-50.59,9.87,-5.83,44.94,627.37,1097.0,449.0,648.0,40.93,0.01,0.77,-0.52,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],678.56,-32.12,38.6,-51.03,9.82,-7.89,48.39,602.13,1029.0,427.0,602.0,41.5,0.0,0.8,-0.56,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],798.83,-20.09,38.6,-42.35,9.76,-8.58,46.3,609.01,1013.0,424.0,589.0,41.86,0.02,0.82,-0.56,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],732.96,-26.68,38.6,-47.1,9.82,-7.24,44.51,628.01,1054.0,437.0,617.0,41.46,0.01,0.79,-0.54,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],822.97,-17.67,38.6,-40.6,9.77,-8.61,44.98,626.84,1010.0,427.0,583.0,42.28,0.02,0.82,-0.56,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],816.53,-18.32,38.6,-41.07,9.77,-8.61,44.49,613.03,1005.0,428.0,577.0,42.59,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],729.35,-27.04,38.6,-47.36,9.76,-8.53,44.26,586.79,1024.0,438.0,586.0,42.77,0.01,0.79,-0.57,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],769.56,-23.02,38.6,-44.46,9.76,-8.82,47.27,603.62,1004.0,425.0,579.0,42.33,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],771.05,-22.87,38.6,-44.35,9.76,-8.73,46.55,607.3,999.0,422.0,577.0,42.24,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],782.87,-21.69,38.6,-43.5,9.76,-8.55,45.53,596.98,1002.0,423.0,579.0,42.22,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],787.01,-21.27,38.6,-43.2,9.76,-8.79,44.89,594.69,999.0,422.0,577.0,42.24,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
101,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],748.59,-25.11,38.6,-45.97,9.76,-8.79,47.47,583.62,997.0,421.0,576.0,42.23,0.01,0.81,-0.57,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
102,[2021-10-01 00:00:00] -> [2021-11-01 23:55:00],801.85,-19.79,38.6,-42.13,9.76,-8.79,44.08,602.82,996.0,420.0,576.0,42.17,0.02,0.81,-0.56,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
