mois,finalBalance,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,parametres
04-2022,688.69,9.25,-3.4,31.64,345.46,599.0,229.0,370.0,38.23,-0.02,2 -5 0 0.0 0 2.0 30 20 312 216 10 50 45
04-2022,688.58,9.25,-3.39,31.65,344.79,580.0,224.0,356.0,38.62,-0.02,2 -5 0 0.0 5 1.6 30 20 312 216 10 50 45
04-2022,685.51,9.25,-3.39,31.95,338.26,580.0,224.0,356.0,38.62,-0.03,2 -5 0 0.0 5 1.2 40 20 312 216 10 50 45
04-2022,685.49,22.78,-2.81,34.88,95.11,180.0,45.0,135.0,25.0,-0.15,2 -5 0 -10.0 15 1.2 40 20 312 216 10 50 45
04-2022,685.21,9.25,-3.39,31.98,336.01,573.0,224.0,349.0,39.09,-0.03,2 -5 0 0.0 5 2.0 40 20 312 216 10 50 45
04-2022,683.92,9.25,-3.4,31.58,346.97,602.0,226.0,376.0,37.54,-0.02,2 -5 0 0.0 0 1.6 40 20 312 216 10 50 45
04-2022,682.35,9.25,-3.4,32.89,339.44,596.0,228.0,368.0,38.26,-0.02,2 -5 0 0.0 0 2.4 30 20 312 216 10 50 45
04-2022,679.32,22.02,-3.56,35.49,222.33,398.0,112.0,286.0,28.14,-0.05,2 -5 0 -10.0 5 1.2 20 20 312 216 10 50 45
04-2022,678.62,9.25,-3.4,32.11,349.1,606.0,227.0,379.0,37.46,-0.02,2 -5 0 0.0 0 1.2 40 20 312 216 10 50 45
04-2022,678.58,9.25,-3.42,32.12,354.24,612.0,230.0,382.0,37.58,-0.02,2 -5 0 0.0 0 1.2 30 20 312 216 10 50 45
04-2022,678.3,9.13,-3.42,34.53,358.18,633.0,227.0,406.0,35.86,-0.02,2 -5 0 0.0 0 1.2 20 20 312 216 10 50 45
04-2022,676.53,21.58,-2.75,33.51,118.95,214.0,52.0,162.0,24.3,-0.13,2 -5 0 -10.0 10 1.6 30 20 312 216 10 50 45
04-2022,673.2,9.25,-3.39,33.17,335.89,574.0,224.0,350.0,39.02,-0.03,2 -5 0 0.0 5 2.0 30 20 312 216 10 50 45
04-2022,671.56,9.25,-3.39,33.33,331.84,572.0,224.0,348.0,39.16,-0.03,2 -5 0 0.0 5 2.4 30 20 312 216 10 50 45
04-2022,668.7,20.63,-2.88,36.02,112.76,207.0,52.0,155.0,25.12,-0.14,2 -5 0 -10.0 0 1.6 40 20 312 216 10 50 45
04-2022,667.38,22.04,-2.67,39.56,126.98,237.0,60.0,177.0,25.32,-0.12,2 -5 0 -10.0 5 1.6 30 20 312 216 10 50 45
04-2022,666.7,9.25,-3.39,33.82,344.55,591.0,229.0,362.0,38.75,-0.03,2 -5 0 0.0 5 1.2 30 20 312 216 10 50 45
04-2022,666.46,8.55,-3.39,33.84,347.1,587.0,229.0,358.0,39.01,-0.03,2 -5 0 0.0 5 2.0 20 20 312 216 10 50 45
04-2022,663.72,9.25,-3.4,33.6,342.36,597.0,227.0,370.0,38.02,-0.03,2 -5 0 0.0 0 2.4 20 20 312 216 10 50 45
04-2022,663.47,6.3,-4.46,35.18,57.38,107.0,29.0,78.0,27.1,-0.33,2 -5 0 -10.0 5 2.4 40 20 312 216 10 50 45
04-2022,662.77,9.25,-3.4,33.7,348.96,604.0,227.0,377.0,37.58,-0.03,2 -5 0 0.0 0 1.6 30 20 312 216 10 50 45
04-2022,662.53,9.25,-3.39,34.23,334.18,572.0,225.0,347.0,39.34,-0.03,2 -5 0 0.0 5 2.4 20 20 312 216 10 50 45
04-2022,660.01,9.25,-4.48,33.98,338.04,596.0,228.0,368.0,38.26,-0.03,2 -5 0 0.0 0 2.4 40 20 312 216 10 50 45
04-2022,659.63,9.25,-4.48,34.01,338.46,595.0,226.0,369.0,37.98,-0.03,2 -5 0 0.0 0 2.8 30 20 312 216 10 50 45
04-2022,658.4,9.13,-3.39,34.64,346.47,593.0,226.0,367.0,38.11,-0.03,2 -5 0 0.0 5 1.6 20 20 312 216 10 50 45
04-2022,657.63,9.25,-4.48,34.21,337.1,596.0,227.0,369.0,38.09,-0.03,2 -5 0 0.0 0 2.8 40 20 312 216 10 50 45
04-2022,652.48,22.28,-4.43,34.73,93.62,174.0,46.0,128.0,26.44,-0.19,2 -5 0 -10.0 10 2.0 30 20 312 216 10 50 45
04-2022,650.7,9.25,-4.47,35.41,330.81,572.0,225.0,347.0,39.34,-0.03,2 -5 0 0.0 5 2.4 40 20 312 216 10 50 45
04-2022,648.1,21.56,-3.85,37.62,146.01,272.0,67.0,205.0,24.63,-0.11,2 -5 0 -10.0 10 1.2 30 20 312 216 10 50 45
04-2022,647.33,20.63,-2.93,35.87,100.4,187.0,43.0,144.0,22.99,-0.18,2 -5 0 -10.0 10 1.6 40 20 312 216 10 50 45
04-2022,646.73,9.25,-7.2,35.3,339.65,596.0,226.0,370.0,37.92,-0.03,2 -5 0 0.0 0 2.8 20 20 312 216 10 50 45
04-2022,646.58,23.05,-3.15,39.54,132.72,254.0,61.0,193.0,24.02,-0.12,2 -5 0 -10.0 0 1.2 40 20 312 216 10 50 45
04-2022,645.78,10.4,-4.69,38.11,41.58,80.0,19.0,61.0,23.75,-0.48,2 -5 0 -10.0 5 2.8 40 20 312 216 10 50 45
04-2022,644.86,21.96,-4.43,35.5,106.24,194.0,51.0,143.0,26.29,-0.17,2 -5 0 -10.0 5 2.0 30 20 312 216 10 50 45
04-2022,644.23,9.25,-4.47,36.05,330.31,572.0,224.0,348.0,39.16,-0.04,2 -5 0 0.0 5 2.8 40 20 312 216 10 50 45
04-2022,643.64,9.25,-4.47,36.11,330.63,571.0,223.0,348.0,39.05,-0.04,2 -5 0 0.0 5 2.8 30 20 312 216 10 50 45
04-2022,638.26,20.62,-3.58,40.24,79.11,158.0,37.0,121.0,23.42,-0.23,2 -5 0 -10.0 15 1.6 40 20 312 216 10 50 45
04-2022,633.32,22.11,-4.14,39.96,180.77,338.0,92.0,246.0,27.22,-0.09,2 -5 0 -10.0 0 1.6 20 20 312 216 10 50 45
04-2022,632.46,22.01,-4.14,39.08,172.92,320.0,86.0,234.0,26.88,-0.09,2 -5 0 -10.0 5 1.6 20 20 312 216 10 50 45
04-2022,631.11,4.6,-4.29,36.87,65.4,124.0,36.0,88.0,29.03,-0.32,2 -5 0 -10.0 15 2.4 20 20 312 216 10 50 45
04-2022,630.79,7.64,-4.36,37.84,56.56,111.0,29.0,82.0,26.13,-0.36,2 -5 0 -10.0 0 2.4 40 20 312 216 10 50 45
04-2022,630.22,8.44,-4.14,36.96,71.7,136.0,40.0,96.0,29.41,-0.29,2 -5 0 -10.0 0 2.4 30 20 312 216 10 50 45
04-2022,625.53,9.16,-5.13,37.42,50.2,96.0,21.0,75.0,21.88,-0.43,2 -5 0 -10.0 15 2.4 40 20 312 216 10 50 45
04-2022,624.08,9.25,-7.18,38.05,330.86,571.0,223.0,348.0,39.05,-0.04,2 -5 0 0.0 5 2.8 20 20 312 216 10 50 45
04-2022,622.96,4.77,-3.61,37.68,69.62,126.0,34.0,92.0,26.98,-0.33,2 -5 0 -10.0 20 2.0 20 20 312 216 10 50 45
04-2022,620.3,5.42,-3.87,38.34,51.33,93.0,28.0,65.0,30.11,-0.47,2 -5 0 -10.0 20 2.0 40 20 312 216 10 50 45
04-2022,617.78,11.38,-2.88,38.2,137.05,248.0,63.0,185.0,25.4,-0.15,2 -5 0 -10.0 0 2.0 20 20 312 216 10 50 45
04-2022,613.34,8.51,-6.64,38.64,30.55,54.0,15.0,39.0,27.78,-0.83,2 -5 0 -10.0 20 2.8 30 20 312 216 10 50 45
04-2022,605.34,11.88,-6.2,40.54,32.87,63.0,18.0,45.0,28.57,-0.72,2 -5 0 -10.0 10 2.8 20 20 312 216 10 50 45
04-2022,602.97,7.04,-4.99,39.68,67.46,124.0,36.0,88.0,29.03,-0.36,2 -5 0 -10.0 10 2.4 30 20 312 216 10 50 45
04-2022,598.96,5.79,-5.44,40.33,44.54,79.0,26.0,53.0,32.91,-0.6,2 -5 0 -10.0 20 2.4 30 20 312 216 10 50 45
04-2022,598.89,11.83,-6.97,43.21,39.02,82.0,19.0,63.0,23.17,-0.56,2 -5 0 -10.0 0 2.8 40 20 312 216 10 50 45
04-2022,598.79,10.95,-2.97,40.1,126.83,226.0,55.0,171.0,24.34,-0.18,2 -5 0 -10.0 10 2.0 20 20 312 216 10 50 45
04-2022,598.73,20.9,-4.18,40.15,74.6,150.0,39.0,111.0,26.0,-0.28,2 -5 0 -10.0 15 2.0 30 20 312 216 10 50 45
04-2022,595.64,7.08,-4.72,40.42,68.77,134.0,37.0,97.0,27.61,-0.34,2 -5 0 -10.0 5 2.4 30 20 312 216 10 50 45
04-2022,592.23,8.51,-5.56,40.76,32.2,57.0,18.0,39.0,31.58,-0.86,2 -5 0 -10.0 20 2.8 40 20 312 216 10 50 45
04-2022,591.08,3.8,-8.03,43.69,30.96,55.0,15.0,40.0,27.27,-0.89,2 -5 0 -10.0 20 2.8 20 20 312 216 10 50 45
04-2022,591.04,3.84,-4.32,40.91,50.22,91.0,28.0,63.0,30.77,-0.53,2 -5 0 -10.0 20 2.4 20 20 312 216 10 50 45
04-2022,583.03,22.02,-3.56,41.68,224.92,429.0,109.0,320.0,25.41,-0.08,2 -5 0 -10.0 0 1.2 20 20 312 216 10 50 45
04-2022,579.62,10.38,-4.75,42.02,38.05,77.0,17.0,60.0,22.08,-0.64,2 -5 0 -10.0 10 2.8 40 20 312 216 10 50 45
04-2022,577.98,11.93,-4.83,44.04,36.24,72.0,18.0,54.0,25.0,-0.69,2 -5 0 -10.0 5 2.8 30 20 312 216 10 50 45
04-2022,575.87,11.37,-2.98,43.19,134.32,245.0,59.0,186.0,24.08,-0.18,2 -5 0 -10.0 5 2.0 20 20 312 216 10 50 45
04-2022,571.49,21.56,-3.85,42.83,153.27,301.0,77.0,224.0,25.58,-0.14,2 -5 0 -10.0 5 1.2 30 20 312 216 10 50 45
04-2022,565.35,23.05,-3.17,45.39,118.6,244.0,53.0,191.0,21.72,-0.18,2 -5 0 -10.0 5 1.2 40 20 312 216 10 50 45
04-2022,563.23,5.76,-4.75,43.66,59.72,112.0,28.0,84.0,25.0,-0.46,2 -5 0 -10.0 15 2.4 30 20 312 216 10 50 45
04-2022,561.62,6.25,-4.82,43.82,50.82,106.0,25.0,81.0,23.58,-0.49,2 -5 0 -10.0 10 2.4 40 20 312 216 10 50 45
04-2022,561.28,13.25,-4.83,44.62,36.26,73.0,18.0,55.0,24.66,-0.72,2 -5 0 -10.0 0 2.8 30 20 312 216 10 50 45
04-2022,560.49,21.56,-3.85,43.93,154.65,309.0,77.0,232.0,24.92,-0.14,2 -5 0 -10.0 0 1.2 30 20 312 216 10 50 45
04-2022,559.31,7.04,-4.29,44.05,69.44,139.0,38.0,101.0,27.34,-0.37,2 -5 0 -10.0 10 2.4 20 20 312 216 10 50 45
04-2022,556.13,5.62,-3.98,44.37,62.44,127.0,34.0,93.0,26.77,-0.41,2 -5 0 -10.0 15 2.0 40 20 312 216 10 50 45
04-2022,552.57,23.05,-3.31,44.96,112.83,228.0,52.0,176.0,22.81,-0.21,2 -5 0 -10.0 10 1.2 40 20 312 216 10 50 45
04-2022,544.81,4.85,-3.61,45.5,99.43,191.0,50.0,141.0,26.18,-0.28,2 -5 0 -10.0 15 2.0 20 20 312 216 10 50 45
04-2022,540.46,20.63,-2.88,45.93,99.05,205.0,45.0,160.0,21.95,-0.25,2 -5 0 -10.0 5 1.6 40 20 312 216 10 50 45
04-2022,537.47,11.89,-6.42,46.23,35.5,68.0,17.0,51.0,25.0,-0.84,2 -5 0 -10.0 10 2.8 30 20 312 216 10 50 45
04-2022,528.0,7.08,-4.29,47.18,72.51,149.0,42.0,107.0,28.19,-0.38,2 -5 0 -10.0 5 2.4 20 20 312 216 10 50 45
04-2022,524.17,13.35,-6.25,48.9,31.42,66.0,17.0,49.0,25.76,-0.9,2 -5 0 -10.0 0 2.8 20 20 312 216 10 50 45
04-2022,521.89,7.94,-3.95,47.79,78.62,163.0,44.0,119.0,26.99,-0.35,2 -5 0 -10.0 0 2.0 40 20 312 216 10 50 45
04-2022,511.78,8.44,-4.29,48.8,70.11,145.0,38.0,107.0,26.21,-0.41,2 -5 0 -10.0 0 2.4 20 20 312 216 10 50 45
04-2022,509.97,9.2,-5.16,49.14,38.24,75.0,21.0,54.0,28.0,-0.84,2 -5 0 -10.0 20 2.4 40 20 312 216 10 50 45
04-2022,506.21,6.59,-4.02,49.36,77.06,159.0,41.0,118.0,25.79,-0.38,2 -5 0 -10.0 5 2.0 40 20 312 216 10 50 45
04-2022,491.58,11.93,-6.28,52.46,30.22,66.0,16.0,50.0,24.24,-1.0,2 -5 0 -10.0 5 2.8 20 20 312 216 10 50 45
04-2022,483.36,6.55,-4.97,51.65,67.34,145.0,36.0,109.0,24.83,-0.45,2 -5 0 -10.0 10 2.0 40 20 312 216 10 50 45
