,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
14,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1122.31,12.27,6.54,5.37,17.3,-5.7,25.81,56.45,82.0,32.0,50.0,39.02,0.24,3.38,-1.77,1000,2,-5,0,-10.0,0,2.8,40,20,312,216,10,50,45
15,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],904.8,-9.49,6.54,-15.05,17.33,-3.07,37.83,329.54,580.0,170.0,410.0,29.31,0.03,1.42,-0.55,1000,2,-5,0,-10.0,5,1.2,20,20,312,216,10,50,45
16,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],753.37,-24.64,6.54,-29.27,22.74,-3.86,39.15,235.08,430.0,125.0,305.0,29.07,-0.01,1.69,-0.71,1000,2,-5,0,-10.0,5,1.2,30,20,312,216,10,50,45
17,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],867.77,-13.19,6.54,-18.52,22.68,-4.28,39.71,180.56,330.0,98.0,232.0,29.7,0.02,2.05,-0.84,1000,2,-5,0,-10.0,5,1.2,40,20,312,216,10,50,45
18,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],779.16,-22.06,6.54,-26.84,16.76,-4.88,46.59,233.19,463.0,141.0,322.0,30.45,-0.0,1.61,-0.71,1000,2,-5,0,-10.0,5,1.6,20,20,312,216,10,50,45
19,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1345.75,34.62,6.54,26.35,26.81,-3.62,33.15,220.04,314.0,110.0,204.0,35.03,0.16,1.99,-0.83,1000,2,-5,0,-10.0,5,1.6,30,20,312,216,10,50,45
20,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],996.11,-0.35,6.54,-6.48,23.82,-3.34,37.05,160.86,265.0,78.0,187.0,29.43,0.06,2.4,-0.91,1000,2,-5,0,-10.0,5,1.6,40,20,312,216,10,50,45
21,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1307.23,30.77,6.54,22.74,39.01,-3.24,24.3,228.06,331.0,110.0,221.0,33.23,0.16,2.12,-0.82,1000,2,-5,0,-10.0,5,2.0,20,20,312,216,10,50,45
22,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],914.39,-8.53,6.54,-14.15,29.75,-4.81,33.38,142.75,253.0,80.0,173.0,31.62,0.03,2.28,-1.01,1000,2,-5,0,-10.0,5,2.0,30,20,312,216,10,50,45
23,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1291.99,29.24,6.54,21.31,18.0,-3.7,20.96,140.23,199.0,62.0,137.0,31.16,0.2,2.8,-0.98,1000,2,-5,0,-10.0,5,2.0,40,20,312,216,10,50,45
24,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1444.53,44.5,6.54,35.63,34.11,-5.06,21.94,143.53,189.0,69.0,120.0,36.51,0.29,2.71,-1.11,1000,2,-5,0,-10.0,5,2.4,20,20,312,216,10,50,45
25,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1783.21,78.38,6.54,67.43,18.57,-4.98,20.69,132.65,163.0,59.0,104.0,36.2,0.43,3.12,-1.09,1000,2,-5,0,-10.0,5,2.4,30,20,312,216,10,50,45
26,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1839.75,84.04,6.54,72.73,60.82,-5.22,25.68,108.26,139.0,41.0,98.0,29.5,0.61,4.84,-1.16,1000,2,-5,0,-10.0,5,2.4,40,20,312,216,10,50,45
27,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],2028.75,102.95,6.54,90.48,29.95,-4.72,14.8,78.89,86.0,34.0,52.0,39.53,0.96,4.28,-1.22,1000,2,-5,0,-10.0,5,2.8,20,20,312,216,10,50,45
28,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1379.91,38.04,6.54,29.56,45.95,-6.91,24.59,76.76,106.0,33.0,73.0,31.13,0.47,4.78,-1.48,1000,2,-5,0,-10.0,5,2.8,30,20,312,216,10,50,45
29,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1597.63,59.82,6.54,50.0,45.12,-5.7,26.99,62.4,83.0,32.0,51.0,38.55,0.77,4.81,-1.76,1000,2,-5,0,-10.0,5,2.8,40,20,312,216,10,50,45
30,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1008.48,0.88,6.54,-5.31,19.54,-2.8,30.37,326.53,514.0,157.0,357.0,30.54,0.05,1.45,-0.56,1000,2,-5,0,-10.0,10,1.2,20,20,312,216,10,50,45
31,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1046.59,4.7,6.54,-1.74,24.75,-3.67,29.01,230.5,378.0,116.0,262.0,30.69,0.07,1.81,-0.7,1000,2,-5,0,-10.0,10,1.2,30,20,312,216,10,50,45
32,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],898.26,-10.14,6.54,-15.66,13.84,-3.88,38.28,165.19,306.0,87.0,219.0,28.43,0.02,2.16,-0.83,1000,2,-5,0,-10.0,10,1.2,40,20,312,216,10,50,45
33,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],834.89,-16.48,6.54,-21.61,19.76,-4.74,34.88,240.77,425.0,134.0,291.0,31.53,0.01,1.5,-0.68,1000,2,-5,0,-10.0,10,1.6,20,20,312,216,10,50,45
34,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1351.01,35.15,6.54,26.85,26.5,-3.16,34.69,191.49,302.0,99.0,203.0,32.78,0.16,2.15,-0.81,1000,2,-5,0,-10.0,10,1.6,30,20,312,216,10,50,45
35,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1412.93,41.34,6.54,32.66,46.22,-3.16,34.56,155.64,242.0,73.0,169.0,30.17,0.23,2.88,-0.91,1000,2,-5,0,-10.0,10,1.6,40,20,312,216,10,50,45
36,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1255.97,25.64,6.54,17.92,39.01,-4.47,27.51,205.84,312.0,99.0,213.0,31.73,0.15,2.2,-0.81,1000,2,-5,0,-10.0,10,2.0,20,20,312,216,10,50,45
37,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1104.37,10.48,6.54,3.69,29.75,-4.81,30.48,139.17,235.0,72.0,163.0,30.64,0.11,2.49,-0.94,1000,2,-5,0,-10.0,10,2.0,30,20,312,216,10,50,45
38,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1391.63,39.21,6.54,30.66,18.2,-3.04,22.46,138.27,191.0,57.0,134.0,29.84,0.24,3.05,-0.95,1000,2,-5,0,-10.0,10,2.0,40,20,312,216,10,50,45
39,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1910.13,91.08,6.54,79.34,37.13,-3.65,17.24,152.12,183.0,65.0,118.0,35.52,0.45,3.17,-1.04,1000,2,-5,0,-10.0,10,2.4,20,20,312,216,10,50,45
40,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1555.55,55.61,6.54,46.05,18.32,-4.45,22.2,121.1,158.0,53.0,105.0,33.54,0.36,3.32,-1.13,1000,2,-5,0,-10.0,10,2.4,30,20,312,216,10,50,45
41,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1614.0,61.46,6.54,51.54,25.48,-3.92,22.31,94.72,130.0,40.0,90.0,30.77,0.47,4.07,-1.13,1000,2,-5,0,-10.0,10,2.4,40,20,312,216,10,50,45
42,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1386.21,38.67,6.54,30.15,30.3,-6.71,21.09,66.94,89.0,34.0,55.0,38.2,0.5,3.97,-1.64,1000,2,-5,0,-10.0,10,2.8,20,20,312,216,10,50,45
43,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1082.86,8.32,6.54,1.67,18.7,-7.88,28.0,65.9,97.0,30.0,67.0,30.93,0.19,4.23,-1.61,1000,2,-5,0,-10.0,10,2.8,30,20,312,216,10,50,45
44,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],967.9,-3.18,6.54,-9.12,16.1,-6.43,32.82,47.84,76.0,27.0,49.0,35.53,0.06,3.36,-1.76,1000,2,-5,0,-10.0,10,2.8,40,20,312,216,10,50,45
45,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1126.99,12.74,6.54,5.81,17.65,-2.59,21.23,275.62,412.0,129.0,283.0,31.31,0.08,1.55,-0.59,1000,2,-5,0,-10.0,15,1.2,20,20,312,216,10,50,45
46,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1017.36,1.77,6.54,-4.48,25.42,-3.55,21.29,222.88,324.0,100.0,224.0,30.86,0.06,1.87,-0.74,1000,2,-5,0,-10.0,15,1.2,30,20,312,216,10,50,45
47,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],927.63,-7.2,6.54,-12.91,26.52,-3.54,32.86,154.02,267.0,78.0,189.0,29.21,0.04,2.27,-0.89,1000,2,-5,0,-10.0,15,1.2,40,20,312,216,10,50,45
48,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1015.33,1.57,6.54,-4.67,18.19,-5.1,27.24,216.04,347.0,115.0,232.0,33.14,0.06,1.67,-0.74,1000,2,-5,0,-10.0,15,1.6,20,20,312,216,10,50,45
49,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1159.11,15.95,6.54,8.83,28.82,-3.37,29.04,177.17,279.0,88.0,191.0,31.54,0.12,2.17,-0.83,1000,2,-5,0,-10.0,15,1.6,30,20,312,216,10,50,45
50,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1144.24,14.46,6.54,7.43,47.94,-3.34,30.93,136.2,216.0,72.0,144.0,33.33,0.16,2.46,-1.0,1000,2,-5,0,-10.0,15,1.6,40,20,312,216,10,50,45
51,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1394.35,39.48,6.54,30.92,40.74,-4.95,21.26,199.16,270.0,93.0,177.0,34.44,0.2,2.26,-0.87,1000,2,-5,0,-10.0,15,2.0,20,20,312,216,10,50,45
52,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],930.61,-6.91,6.54,-12.62,30.0,-4.81,24.21,134.9,218.0,68.0,150.0,31.19,0.04,2.39,-1.02,1000,2,-5,0,-10.0,15,2.0,30,20,312,216,10,50,45
53,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1048.74,4.91,6.54,-1.53,18.49,-5.22,20.31,122.75,174.0,57.0,117.0,32.76,0.1,2.58,-1.11,1000,2,-5,0,-10.0,15,2.0,40,20,312,216,10,50,45
54,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1452.81,45.33,6.54,36.4,34.3,-4.89,17.61,131.1,169.0,61.0,108.0,36.09,0.31,2.89,-1.14,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1116.6,11.7,6.54,4.84,18.03,-5.15,18.8,111.9,151.0,49.0,102.0,32.45,0.15,2.95,-1.19,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],894.02,-10.57,6.54,-16.06,12.99,-4.86,27.04,92.84,129.0,39.0,90.0,30.23,-0.02,2.91,-1.28,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],2053.76,105.45,6.54,92.83,30.91,-5.95,18.12,75.53,80.0,40.0,40.0,50.0,1.05,3.76,-1.66,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1374.65,37.51,6.54,29.07,18.09,-8.49,23.07,67.06,86.0,31.0,55.0,36.05,0.5,4.32,-1.66,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1263.26,26.37,6.54,18.61,18.04,-6.39,23.26,59.52,83.0,32.0,51.0,38.55,0.4,3.72,-1.69,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1377.68,37.82,6.54,29.35,17.6,-3.0,14.2,193.17,263.0,87.0,176.0,33.08,0.18,1.81,-0.63,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1384.76,38.52,6.54,30.02,23.72,-3.5,14.95,161.59,212.0,70.0,142.0,33.02,0.22,2.26,-0.78,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1237.44,23.79,6.54,16.18,31.2,-3.8,26.79,124.0,181.0,57.0,124.0,31.49,0.2,2.61,-0.91,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1067.59,6.8,6.54,0.24,17.65,-3.49,25.22,142.53,230.0,77.0,153.0,33.48,0.08,1.77,-0.76,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1442.94,44.34,6.54,35.48,30.62,-3.91,24.17,134.17,189.0,66.0,123.0,34.92,0.27,2.46,-0.91,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1541.82,54.24,6.54,44.76,52.88,-4.28,27.71,107.81,153.0,57.0,96.0,37.25,0.41,2.83,-1.03,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1345.4,34.59,6.54,26.32,40.33,-3.07,20.61,131.12,187.0,63.0,124.0,33.69,0.25,2.5,-0.89,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1004.67,0.5,6.54,-5.67,30.45,-3.72,25.99,95.49,152.0,53.0,99.0,34.87,0.08,2.29,-1.1,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1498.2,49.87,6.54,40.67,51.23,-4.9,18.51,93.49,122.0,46.0,76.0,37.7,0.47,3.24,-1.2,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1640.58,64.12,6.54,54.03,49.01,-4.91,22.06,90.37,123.0,47.0,76.0,38.21,0.55,3.51,-1.28,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1527.93,52.85,6.54,43.46,19.15,-4.9,16.98,96.12,111.0,45.0,66.0,40.54,0.47,3.0,-1.26,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1580.77,58.13,6.54,48.42,21.08,-4.9,18.14,82.23,97.0,38.0,59.0,39.18,0.57,3.58,-1.36,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1180.28,18.07,6.54,10.82,12.72,-4.83,19.77,52.6,72.0,30.0,42.0,41.67,0.32,3.15,-1.7,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1043.32,4.37,6.54,-2.04,12.94,-6.41,20.29,54.99,75.0,31.0,44.0,41.33,0.14,2.71,-1.67,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1082.33,8.27,6.54,1.62,13.09,-5.6,20.32,55.08,74.0,31.0,43.0,41.89,0.19,2.99,-1.82,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],677.58,-32.22,6.54,-36.38,12.36,-3.05,32.22,582.94,1016.0,401.0,615.0,39.47,0.0,0.72,-0.47,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],631.55,-36.82,6.54,-40.7,12.27,-3.68,36.82,527.12,971.0,387.0,584.0,39.86,-0.01,0.73,-0.49,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],729.24,-27.05,6.54,-31.53,12.27,-3.16,31.56,531.69,948.0,387.0,561.0,40.82,0.01,0.74,-0.5,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],612.7,-38.71,6.54,-42.47,12.27,-3.17,38.71,523.44,979.0,389.0,590.0,39.73,-0.01,0.73,-0.5,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],689.79,-31.0,6.54,-35.24,12.27,-3.99,33.97,517.74,939.0,380.0,559.0,40.47,0.0,0.75,-0.51,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],773.78,-22.59,6.54,-27.35,12.27,-3.16,28.18,542.37,928.0,380.0,548.0,40.95,0.01,0.75,-0.49,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],680.23,-31.95,6.54,-36.13,12.27,-3.46,33.03,517.97,940.0,384.0,556.0,40.85,-0.0,0.72,-0.5,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],726.41,-27.33,6.54,-31.8,12.27,-3.5,29.13,527.28,920.0,376.0,544.0,40.87,0.01,0.73,-0.5,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],727.55,-27.22,6.54,-31.69,12.27,-3.18,27.89,530.85,921.0,377.0,544.0,40.93,0.01,0.73,-0.49,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],722.36,-27.74,6.54,-32.18,12.27,-4.41,29.9,529.31,923.0,378.0,545.0,40.95,0.01,0.72,-0.49,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],715.78,-28.4,6.54,-32.8,12.27,-3.5,29.84,525.3,918.0,375.0,543.0,40.85,0.0,0.72,-0.49,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],730.09,-26.97,6.54,-31.45,12.27,-3.2,27.78,534.89,921.0,374.0,547.0,40.61,0.01,0.73,-0.49,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],721.27,-27.85,6.54,-32.28,12.27,-4.41,28.18,529.78,916.0,372.0,544.0,40.61,0.01,0.73,-0.49,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],725.93,-27.38,6.54,-31.84,12.27,-4.41,27.62,530.12,915.0,374.0,541.0,40.87,0.01,0.72,-0.49,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],723.62,-27.61,6.54,-32.06,12.27,-2.79,28.12,529.14,918.0,374.0,544.0,40.74,0.01,0.73,-0.49,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],627.62,-37.22,6.54,-41.07,12.47,-3.05,37.22,519.62,973.0,378.0,595.0,38.85,-0.01,0.73,-0.48,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],601.03,-39.88,6.54,-43.57,12.48,-3.68,42.48,475.29,930.0,360.0,570.0,38.71,-0.01,0.76,-0.5,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],687.19,-31.26,6.54,-35.48,12.48,-3.3,39.91,480.73,911.0,365.0,546.0,40.07,0.0,0.75,-0.5,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],589.36,-41.04,6.54,-44.66,12.48,-3.17,42.88,474.65,939.0,367.0,572.0,39.08,-0.02,0.75,-0.5,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],663.53,-33.62,6.54,-37.7,12.48,-3.99,42.19,468.35,904.0,356.0,548.0,39.38,-0.0,0.77,-0.51,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],704.11,-29.56,6.54,-33.89,12.48,-3.28,38.19,482.9,895.0,353.0,542.0,39.44,0.0,0.77,-0.5,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],614.52,-38.53,6.54,-42.3,12.48,-3.46,43.9,457.04,909.0,361.0,548.0,39.71,-0.01,0.73,-0.5,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],648.19,-35.16,6.54,-39.14,12.48,-3.5,40.36,463.52,888.0,352.0,536.0,39.64,-0.01,0.75,-0.5,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],653.95,-34.58,6.54,-38.6,12.48,-3.22,38.72,468.27,889.0,354.0,535.0,39.82,-0.01,0.74,-0.5,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],634.78,-36.5,6.54,-40.4,12.48,-4.4,41.51,460.35,888.0,349.0,539.0,39.3,-0.01,0.74,-0.5,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],644.8,-35.5,6.54,-39.46,12.48,-3.5,40.45,463.68,886.0,352.0,534.0,39.73,-0.01,0.74,-0.5,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
101,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],649.59,-35.02,6.54,-39.01,12.48,-3.22,38.32,471.36,889.0,351.0,538.0,39.48,-0.01,0.74,-0.5,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
102,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],673.33,-32.64,6.54,-36.78,12.48,-4.4,36.06,480.53,883.0,348.0,535.0,39.41,-0.0,0.75,-0.49,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
