,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
103,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],663.69,-33.61,6.54,-37.69,12.48,-4.4,37.81,470.39,880.0,348.0,532.0,39.55,-0.01,0.75,-0.5,1000,2,-5,0,0.0,5,2.8,30,20,312,216,10,50,45
104,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],646.48,-35.33,6.54,-39.3,12.48,-3.22,38.47,465.96,884.0,347.0,537.0,39.25,-0.01,0.75,-0.5,1000,2,-5,0,0.0,5,2.8,40,20,312,216,10,50,45
105,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],869.69,-13.0,6.54,-18.34,12.34,-2.6,27.74,540.8,829.0,327.0,502.0,39.45,0.02,0.78,-0.47,1000,2,-5,0,0.0,10,1.2,20,20,312,216,10,50,45
106,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],826.19,-17.35,6.54,-22.43,12.34,-2.89,26.78,497.62,791.0,314.0,477.0,39.7,0.02,0.78,-0.49,1000,2,-5,0,0.0,10,1.2,30,20,312,216,10,50,45
107,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],865.69,-13.4,6.54,-18.72,12.34,-3.16,26.54,480.57,781.0,317.0,464.0,40.59,0.02,0.78,-0.5,1000,2,-5,0,0.0,10,1.2,40,20,312,216,10,50,45
108,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],747.15,-25.26,6.54,-29.85,12.34,-2.86,29.05,482.88,805.0,323.0,482.0,40.12,0.0,0.75,-0.49,1000,2,-5,0,0.0,10,1.6,20,20,312,216,10,50,45
109,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],870.21,-12.95,6.54,-18.3,12.34,-3.16,28.66,477.36,778.0,315.0,463.0,40.49,0.02,0.79,-0.5,1000,2,-5,0,0.0,10,1.6,30,20,312,216,10,50,45
110,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],864.69,-13.5,6.54,-18.81,12.34,-3.16,26.1,476.99,775.0,313.0,462.0,40.39,0.02,0.79,-0.5,1000,2,-5,0,0.0,10,1.6,40,20,312,216,10,50,45
111,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],882.63,-11.71,6.54,-17.13,12.34,-3.43,28.4,481.91,784.0,316.0,468.0,40.31,0.03,0.78,-0.48,1000,2,-5,0,0.0,10,2.0,20,20,312,216,10,50,45
112,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],880.99,-11.87,6.54,-17.28,12.34,-2.7,26.07,480.13,775.0,311.0,464.0,40.13,0.02,0.79,-0.49,1000,2,-5,0,0.0,10,2.0,30,20,312,216,10,50,45
113,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],834.28,-16.54,6.54,-21.67,12.34,-3.15,27.13,471.71,773.0,314.0,459.0,40.62,0.02,0.78,-0.5,1000,2,-5,0,0.0,10,2.0,40,20,312,216,10,50,45
114,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],871.15,-12.85,6.54,-18.21,12.34,-4.37,26.83,477.11,773.0,312.0,461.0,40.36,0.02,0.78,-0.49,1000,2,-5,0,0.0,10,2.4,20,20,312,216,10,50,45
115,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],874.57,-12.51,6.54,-17.89,12.34,-2.76,26.03,476.84,772.0,311.0,461.0,40.28,0.02,0.79,-0.49,1000,2,-5,0,0.0,10,2.4,30,20,312,216,10,50,45
116,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],871.41,-12.83,6.54,-18.18,12.34,-3.21,25.5,477.61,771.0,312.0,459.0,40.47,0.02,0.79,-0.49,1000,2,-5,0,0.0,10,2.4,40,20,312,216,10,50,45
117,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],883.62,-11.61,6.54,-17.04,12.34,-4.37,23.24,482.79,765.0,310.0,455.0,40.52,0.03,0.78,-0.49,1000,2,-5,0,0.0,10,2.8,20,20,312,216,10,50,45
118,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],894.6,-10.51,6.54,-16.01,12.34,-4.37,26.46,475.28,764.0,312.0,452.0,40.84,0.03,0.79,-0.5,1000,2,-5,0,0.0,10,2.8,30,20,312,216,10,50,45
119,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],885.76,-11.39,6.54,-16.84,12.34,-2.93,26.79,474.64,766.0,311.0,455.0,40.6,0.03,0.79,-0.5,1000,2,-5,0,0.0,10,2.8,40,20,312,216,10,50,45
120,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1035.75,3.61,6.54,-2.75,12.38,-2.7,22.74,407.29,608.0,259.0,349.0,42.6,0.05,0.8,-0.51,1000,2,-5,0,0.0,15,1.2,20,20,312,216,10,50,45
121,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],950.87,-4.88,6.54,-10.72,12.38,-2.76,24.37,370.83,589.0,252.0,337.0,42.78,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,1.2,30,20,312,216,10,50,45
122,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],945.7,-5.4,6.54,-11.21,12.38,-3.16,26.37,361.65,586.0,251.0,335.0,42.83,0.03,0.78,-0.53,1000,2,-5,0,0.0,15,1.2,40,20,312,216,10,50,45
123,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],916.88,-8.28,6.54,-13.91,12.38,-2.76,25.72,369.82,598.0,253.0,345.0,42.31,0.03,0.77,-0.52,1000,2,-5,0,0.0,15,1.6,20,20,312,216,10,50,45
124,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],931.51,-6.82,6.54,-12.54,12.38,-3.16,27.6,355.32,584.0,247.0,337.0,42.29,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,1.6,30,20,312,216,10,50,45
125,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],952.1,-4.76,6.54,-10.61,12.38,-3.16,26.3,360.46,584.0,248.0,336.0,42.47,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,1.6,40,20,312,216,10,50,45
126,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],924.72,-7.5,6.54,-13.18,12.38,-3.43,27.11,359.95,590.0,247.0,343.0,41.86,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,2.0,20,20,312,216,10,50,45
127,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],962.13,-3.75,6.54,-9.67,12.38,-2.7,25.15,364.53,583.0,247.0,336.0,42.37,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,2.0,30,20,312,216,10,50,45
128,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],948.68,-5.1,6.54,-10.93,12.38,-2.7,25.97,360.41,583.0,248.0,335.0,42.54,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,2.0,40,20,312,216,10,50,45
129,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],962.24,-3.74,6.54,-9.66,12.38,-3.0,25.7,362.31,584.0,245.0,339.0,41.95,0.03,0.79,-0.51,1000,2,-5,0,0.0,15,2.4,20,20,312,216,10,50,45
130,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],975.79,-2.39,6.54,-8.38,12.38,-3.0,24.9,362.92,581.0,248.0,333.0,42.69,0.04,0.78,-0.52,1000,2,-5,0,0.0,15,2.4,30,20,312,216,10,50,45
131,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],957.88,-4.18,6.54,-10.06,12.38,-2.7,24.68,363.88,582.0,248.0,334.0,42.61,0.03,0.78,-0.52,1000,2,-5,0,0.0,15,2.4,40,20,312,216,10,50,45
132,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],978.79,-2.09,6.54,-8.1,12.38,-3.0,24.15,364.79,580.0,245.0,335.0,42.24,0.04,0.79,-0.51,1000,2,-5,0,0.0,15,2.8,20,20,312,216,10,50,45
133,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],978.81,-2.08,6.54,-8.1,12.38,-3.0,24.37,362.87,579.0,246.0,333.0,42.49,0.04,0.79,-0.51,1000,2,-5,0,0.0,15,2.8,30,20,312,216,10,50,45
134,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],976.99,-2.27,6.54,-8.27,12.38,-3.0,24.15,363.11,579.0,247.0,332.0,42.66,0.04,0.78,-0.52,1000,2,-5,0,0.0,15,2.8,40,20,312,216,10,50,45
135,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1017.37,1.77,6.54,-4.48,12.34,-3.01,16.73,235.37,345.0,160.0,185.0,46.38,0.05,0.81,-0.61,1000,2,-5,0,0.0,20,1.2,20,20,312,216,10,50,45
136,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],996.82,-0.28,6.54,-6.41,12.34,-3.04,19.46,224.83,340.0,164.0,176.0,48.24,0.04,0.78,-0.64,1000,2,-5,0,0.0,20,1.2,30,20,312,216,10,50,45
137,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1012.68,1.3,6.54,-4.92,12.34,-3.04,18.95,224.64,338.0,162.0,176.0,47.93,0.05,0.79,-0.63,1000,2,-5,0,0.0,20,1.2,40,20,312,216,10,50,45
138,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1026.78,2.71,6.54,-3.6,12.34,-3.04,18.35,230.84,341.0,160.0,181.0,46.92,0.05,0.8,-0.61,1000,2,-5,0,0.0,20,1.6,20,20,312,216,10,50,45
139,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1017.79,1.81,6.54,-4.44,12.34,-3.04,19.44,222.77,336.0,159.0,177.0,47.32,0.05,0.8,-0.62,1000,2,-5,0,0.0,20,1.6,30,20,312,216,10,50,45
140,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1019.07,1.94,6.54,-4.32,12.34,-3.04,19.27,223.14,336.0,162.0,174.0,48.21,0.05,0.79,-0.63,1000,2,-5,0,0.0,20,1.6,40,20,312,216,10,50,45
141,[2022-03-01 00:00:00] -> [2022-04-01 23:55:00],1021.53,2.19,6.54,-4.09,12.34,-3.04,19.65,225.34,338.0,157.0,181.0,46.45,0.05,0.81,-0.61,1000,2,-5,0,0.0,20,2.0,20,20,312,216,10,50,45
