,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
10,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],630.22,-36.96,-16.08,-24.87,8.44,-4.14,36.96,71.7,136.0,40.0,96.0,29.41,-0.29,1.71,-1.12,1000,2,-5,0,-10.0,0,2.4,30,20,312,216,10,50,45
11,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],630.79,-36.9,-16.08,-24.81,7.64,-4.36,37.84,56.56,111.0,29.0,82.0,26.13,-0.36,2.07,-1.22,1000,2,-5,0,-10.0,0,2.4,40,20,312,216,10,50,45
12,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],524.17,-47.56,-16.08,-37.51,13.35,-6.25,48.9,31.42,66.0,17.0,49.0,25.76,-0.9,2.42,-2.05,1000,2,-5,0,-10.0,0,2.8,20,20,312,216,10,50,45
13,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],561.28,-43.85,-16.08,-33.09,13.25,-4.83,44.62,36.26,73.0,18.0,55.0,24.66,-0.72,2.49,-1.77,1000,2,-5,0,-10.0,0,2.8,30,20,312,216,10,50,45
14,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],598.89,-40.09,-16.08,-28.61,11.83,-6.97,43.21,39.02,82.0,19.0,63.0,23.17,-0.56,2.74,-1.55,1000,2,-5,0,-10.0,0,2.8,40,20,312,216,10,50,45
15,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],679.32,-32.04,-16.08,-19.02,22.02,-3.56,35.49,222.33,398.0,112.0,286.0,28.14,-0.05,1.23,-0.55,1000,2,-5,0,-10.0,5,1.2,20,20,312,216,10,50,45
16,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],571.49,-42.83,-16.08,-31.87,21.56,-3.85,42.83,153.27,301.0,77.0,224.0,25.58,-0.14,1.42,-0.67,1000,2,-5,0,-10.0,5,1.2,30,20,312,216,10,50,45
17,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],565.35,-43.45,-16.08,-32.61,23.05,-3.17,45.39,118.6,244.0,53.0,191.0,21.72,-0.18,1.69,-0.7,1000,2,-5,0,-10.0,5,1.2,40,20,312,216,10,50,45
18,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],632.46,-36.73,-16.08,-24.61,22.01,-4.14,39.08,172.92,320.0,86.0,234.0,26.88,-0.09,1.45,-0.66,1000,2,-5,0,-10.0,5,1.6,20,20,312,216,10,50,45
19,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],667.38,-33.24,-16.08,-20.44,22.04,-2.67,39.56,126.98,237.0,60.0,177.0,25.32,-0.12,1.77,-0.76,1000,2,-5,0,-10.0,5,1.6,30,20,312,216,10,50,45
20,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],540.46,-45.93,-16.08,-35.57,20.63,-2.88,45.93,99.05,205.0,45.0,160.0,21.95,-0.25,1.79,-0.82,1000,2,-5,0,-10.0,5,1.6,40,20,312,216,10,50,45
21,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],575.87,-42.39,-16.08,-31.35,11.37,-2.98,43.19,134.32,245.0,59.0,186.0,24.08,-0.18,1.58,-0.74,1000,2,-5,0,-10.0,5,2.0,20,20,312,216,10,50,45
22,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],644.86,-35.49,-16.08,-23.13,21.96,-4.43,35.5,106.24,194.0,51.0,143.0,26.29,-0.17,1.92,-0.91,1000,2,-5,0,-10.0,5,2.0,30,20,312,216,10,50,45
23,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],506.21,-49.36,-16.08,-39.66,6.59,-4.02,49.36,77.06,159.0,41.0,118.0,25.79,-0.38,1.46,-1.02,1000,2,-5,0,-10.0,5,2.0,40,20,312,216,10,50,45
24,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],528.0,-47.18,-16.08,-37.06,7.08,-4.29,47.18,72.51,149.0,42.0,107.0,28.19,-0.38,1.32,-1.05,1000,2,-5,0,-10.0,5,2.4,20,20,312,216,10,50,45
25,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],595.64,-40.42,-16.08,-29.0,7.08,-4.72,40.42,68.77,134.0,37.0,97.0,27.61,-0.34,1.73,-1.12,1000,2,-5,0,-10.0,5,2.4,30,20,312,216,10,50,45
26,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],663.47,-33.63,-16.08,-20.91,6.3,-4.46,35.18,57.38,107.0,29.0,78.0,27.1,-0.33,2.12,-1.24,1000,2,-5,0,-10.0,5,2.4,40,20,312,216,10,50,45
27,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],491.58,-50.82,-16.08,-41.4,11.93,-6.28,52.46,30.22,66.0,16.0,50.0,24.24,-1.0,2.41,-2.09,1000,2,-5,0,-10.0,5,2.8,20,20,312,216,10,50,45
28,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],577.98,-42.18,-16.08,-31.1,11.93,-4.83,44.04,36.24,72.0,18.0,54.0,25.0,-0.69,2.5,-1.75,1000,2,-5,0,-10.0,5,2.8,30,20,312,216,10,50,45
29,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],645.78,-35.4,-16.08,-23.02,10.4,-4.69,38.11,41.58,80.0,19.0,61.0,23.75,-0.48,2.9,-1.54,1000,2,-5,0,-10.0,5,2.8,40,20,312,216,10,50,45
30,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],723.83,-27.59,-16.08,-13.71,22.02,-3.56,33.76,196.75,346.0,89.0,257.0,25.72,-0.05,1.41,-0.55,1000,2,-5,0,-10.0,10,1.2,20,20,312,216,10,50,45
31,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],648.1,-35.17,-16.08,-22.74,21.56,-3.85,37.62,146.01,272.0,67.0,205.0,24.63,-0.11,1.64,-0.68,1000,2,-5,0,-10.0,10,1.2,30,20,312,216,10,50,45
32,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],552.57,-44.72,-16.08,-34.13,23.05,-3.31,44.96,112.83,228.0,52.0,176.0,22.81,-0.21,1.6,-0.74,1000,2,-5,0,-10.0,10,1.2,40,20,312,216,10,50,45
33,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],710.94,-28.88,-16.08,-15.25,22.01,-4.14,30.63,169.69,289.0,75.0,214.0,25.95,-0.07,1.5,-0.62,1000,2,-5,0,-10.0,10,1.6,20,20,312,216,10,50,45
34,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],676.53,-32.32,-16.08,-19.35,21.58,-2.75,33.51,118.95,214.0,52.0,162.0,24.3,-0.13,1.79,-0.75,1000,2,-5,0,-10.0,10,1.6,30,20,312,216,10,50,45
35,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],647.33,-35.24,-16.08,-22.83,20.63,-2.93,35.87,100.4,187.0,43.0,144.0,22.99,-0.18,1.97,-0.82,1000,2,-5,0,-10.0,10,1.6,40,20,312,216,10,50,45
36,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],598.79,-40.1,-16.08,-28.62,10.95,-2.97,40.1,126.83,226.0,55.0,171.0,24.34,-0.18,1.45,-0.71,1000,2,-5,0,-10.0,10,2.0,20,20,312,216,10,50,45
37,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],652.48,-34.73,-16.08,-22.22,22.28,-4.43,34.73,93.62,174.0,46.0,128.0,26.44,-0.19,1.88,-0.93,1000,2,-5,0,-10.0,10,2.0,30,20,312,216,10,50,45
38,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],483.36,-51.65,-16.08,-42.38,6.55,-4.97,51.65,67.34,145.0,36.0,109.0,24.83,-0.45,1.49,-1.09,1000,2,-5,0,-10.0,10,2.0,40,20,312,216,10,50,45
39,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],559.31,-44.05,-16.08,-33.33,7.04,-4.29,44.05,69.44,139.0,38.0,101.0,27.34,-0.37,1.42,-1.05,1000,2,-5,0,-10.0,10,2.4,20,20,312,216,10,50,45
40,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],602.97,-39.68,-16.08,-28.12,7.04,-4.99,39.68,67.46,124.0,36.0,88.0,29.03,-0.36,1.65,-1.18,1000,2,-5,0,-10.0,10,2.4,30,20,312,216,10,50,45
41,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],561.62,-43.82,-16.08,-33.05,6.25,-4.82,43.82,50.82,106.0,25.0,81.0,23.58,-0.49,2.05,-1.28,1000,2,-5,0,-10.0,10,2.4,40,20,312,216,10,50,45
42,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],605.34,-39.45,-16.08,-27.84,11.88,-6.2,40.54,32.87,63.0,18.0,45.0,28.57,-0.72,2.42,-1.98,1000,2,-5,0,-10.0,10,2.8,20,20,312,216,10,50,45
43,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],537.47,-46.23,-16.08,-35.93,11.89,-6.42,46.23,35.5,68.0,17.0,51.0,25.0,-0.84,2.21,-1.86,1000,2,-5,0,-10.0,10,2.8,30,20,312,216,10,50,45
44,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],579.62,-42.02,-16.08,-30.91,10.38,-4.75,42.02,38.05,77.0,17.0,60.0,22.08,-0.64,2.73,-1.6,1000,2,-5,0,-10.0,10,2.8,40,20,312,216,10,50,45
45,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],730.96,-26.88,-16.08,-12.87,22.06,-3.56,31.4,151.03,266.0,69.0,197.0,25.94,-0.07,1.37,-0.57,1000,2,-5,0,-10.0,15,1.2,20,20,312,216,10,50,45
46,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],705.62,-29.41,-16.08,-15.89,21.51,-3.85,30.96,120.76,215.0,59.0,156.0,27.44,-0.11,1.55,-0.74,1000,2,-5,0,-10.0,15,1.2,30,20,312,216,10,50,45
47,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],685.49,-31.43,-16.08,-18.28,22.78,-2.81,34.88,95.11,180.0,45.0,135.0,25.0,-0.15,1.7,-0.77,1000,2,-5,0,-10.0,15,1.2,40,20,312,216,10,50,45
48,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],690.0,-30.98,-16.08,-17.75,21.68,-4.14,33.06,126.36,231.0,56.0,175.0,24.24,-0.11,1.66,-0.68,1000,2,-5,0,-10.0,15,1.6,20,20,312,216,10,50,45
49,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],689.29,-31.05,-16.08,-17.83,22.37,-3.37,31.05,101.94,182.0,45.0,137.0,24.73,-0.15,1.78,-0.78,1000,2,-5,0,-10.0,15,1.6,30,20,312,216,10,50,45
50,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],638.26,-36.15,-16.08,-23.91,20.62,-3.58,40.24,79.11,158.0,37.0,121.0,23.42,-0.23,1.89,-0.88,1000,2,-5,0,-10.0,15,1.6,40,20,312,216,10,50,45
51,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],544.81,-45.5,-16.08,-35.05,4.85,-3.61,45.5,99.43,191.0,50.0,141.0,26.18,-0.28,1.14,-0.78,1000,2,-5,0,-10.0,15,2.0,20,20,312,216,10,50,45
52,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],598.73,-40.11,-16.08,-28.63,20.9,-4.18,40.15,74.6,150.0,39.0,111.0,26.0,-0.28,1.86,-1.03,1000,2,-5,0,-10.0,15,2.0,30,20,312,216,10,50,45
53,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],556.13,-44.37,-16.08,-33.71,5.62,-3.98,44.37,62.44,127.0,34.0,93.0,26.77,-0.41,1.49,-1.11,1000,2,-5,0,-10.0,15,2.0,40,20,312,216,10,50,45
54,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],631.11,-36.87,-16.08,-24.77,4.6,-4.29,36.87,65.4,124.0,36.0,88.0,29.03,-0.32,1.56,-1.09,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],563.23,-43.66,-16.08,-32.86,5.76,-4.75,43.66,59.72,112.0,28.0,84.0,25.0,-0.46,1.76,-1.2,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],625.53,-37.42,-16.08,-25.43,9.16,-5.13,37.42,50.2,96.0,21.0,75.0,21.88,-0.43,2.53,-1.26,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],844.73,-15.5,-16.08,0.7,4.67,-5.2,19.85,36.07,58.0,20.0,38.0,34.48,-0.23,2.43,-1.63,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],772.89,-22.68,-16.08,-7.87,8.42,-6.14,24.0,35.72,58.0,15.0,43.0,25.86,-0.37,3.54,-1.73,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],734.65,-26.51,-16.08,-12.43,8.42,-5.49,27.17,38.75,62.0,21.0,41.0,33.87,-0.42,2.7,-2.02,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],919.57,-8.01,-16.08,9.62,22.82,-3.56,22.93,97.27,157.0,48.0,109.0,30.57,0.0,1.55,-0.68,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],872.74,-12.7,-16.08,4.04,21.87,-3.85,19.52,84.35,136.0,40.0,96.0,29.41,-0.04,1.75,-0.79,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],793.38,-20.63,-16.08,-5.42,23.15,-4.8,25.31,72.0,119.0,33.0,86.0,27.73,-0.13,1.8,-0.87,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],837.94,-16.18,-16.08,-0.11,22.03,-4.15,26.5,83.08,142.0,39.0,103.0,27.46,-0.07,1.79,-0.77,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],785.1,-21.46,-16.08,-6.41,23.05,-4.8,27.37,70.54,121.0,34.0,87.0,28.1,-0.14,1.85,-0.91,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],810.31,-18.94,-16.08,-3.41,20.86,-5.43,25.23,62.65,107.0,31.0,76.0,28.97,-0.13,1.93,-0.98,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],622.96,-37.68,-16.08,-25.74,4.77,-3.61,37.68,69.62,126.0,34.0,92.0,26.98,-0.33,1.1,-0.86,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],723.12,-27.66,-16.08,-13.8,21.24,-5.47,28.49,58.93,104.0,29.0,75.0,27.88,-0.25,1.96,-1.1,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],620.3,-37.95,-16.08,-26.06,5.42,-3.87,38.34,51.33,93.0,28.0,65.0,30.11,-0.47,1.21,-1.19,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],591.04,-40.87,-16.08,-29.54,3.84,-4.32,40.91,50.22,91.0,28.0,63.0,30.77,-0.53,0.87,-1.16,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],598.96,-40.08,-16.08,-28.6,5.79,-5.44,40.33,44.54,79.0,26.0,53.0,32.91,-0.6,1.09,-1.43,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],509.97,-48.99,-16.08,-39.21,9.2,-5.16,49.14,38.24,75.0,21.0,54.0,28.0,-0.84,1.25,-1.65,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],591.08,-40.87,-16.08,-29.54,3.8,-8.03,43.69,30.96,55.0,15.0,40.0,27.27,-0.89,1.48,-1.78,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],613.34,-38.64,-16.08,-26.89,8.51,-6.64,38.64,30.55,54.0,15.0,39.0,27.78,-0.83,2.1,-1.96,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],592.23,-40.76,-16.08,-29.4,8.51,-5.56,40.76,32.2,57.0,18.0,39.0,31.58,-0.86,1.43,-1.91,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],678.3,-32.15,-16.08,-19.14,9.13,-3.42,34.53,358.18,633.0,227.0,406.0,35.86,-0.02,0.75,-0.45,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],678.58,-32.12,-16.08,-19.11,9.25,-3.42,32.12,354.24,612.0,230.0,382.0,37.58,-0.02,0.69,-0.46,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],678.62,-32.11,-16.08,-19.1,9.25,-3.4,32.11,349.1,606.0,227.0,379.0,37.46,-0.02,0.68,-0.45,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],720.85,-27.89,-16.08,-14.07,9.13,-3.4,30.47,366.57,615.0,226.0,389.0,36.75,-0.01,0.73,-0.44,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],662.77,-33.7,-16.08,-20.99,9.25,-3.4,33.7,348.96,604.0,227.0,377.0,37.58,-0.03,0.67,-0.45,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],683.92,-31.58,-16.08,-18.47,9.25,-3.4,31.58,346.97,602.0,226.0,376.0,37.54,-0.02,0.67,-0.44,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],693.04,-30.67,-16.08,-17.39,8.76,-3.4,31.09,358.33,608.0,229.0,379.0,37.66,-0.02,0.7,-0.45,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],688.69,-31.11,-16.08,-17.9,9.25,-3.4,31.64,345.46,599.0,229.0,370.0,38.23,-0.02,0.66,-0.45,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],699.61,-30.01,-16.08,-16.6,9.25,-3.4,31.81,344.63,597.0,227.0,370.0,38.02,-0.02,0.67,-0.45,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],663.72,-33.6,-16.08,-20.88,9.25,-3.4,33.6,342.36,597.0,227.0,370.0,38.02,-0.03,0.67,-0.45,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],682.35,-31.74,-16.08,-18.66,9.25,-3.4,32.89,339.44,596.0,228.0,368.0,38.26,-0.02,0.66,-0.45,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],660.01,-33.98,-16.08,-21.32,9.25,-4.48,33.98,338.04,596.0,228.0,368.0,38.26,-0.03,0.66,-0.46,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],646.73,-35.3,-16.08,-22.91,9.25,-7.2,35.3,339.65,596.0,226.0,370.0,37.92,-0.03,0.67,-0.46,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],659.63,-34.01,-16.08,-21.37,9.25,-4.48,34.01,338.46,595.0,226.0,369.0,37.98,-0.03,0.67,-0.46,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],657.63,-34.21,-16.08,-21.61,9.25,-4.48,34.21,337.1,596.0,227.0,369.0,38.09,-0.03,0.67,-0.46,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],705.57,-29.42,-16.08,-15.89,9.13,-3.39,34.29,350.28,610.0,232.0,378.0,38.03,-0.02,0.71,-0.46,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],666.7,-33.31,-16.08,-20.53,9.25,-3.39,33.82,344.55,591.0,229.0,362.0,38.75,-0.03,0.66,-0.46,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],685.51,-31.42,-16.08,-18.28,9.25,-3.39,31.95,338.26,580.0,224.0,356.0,38.62,-0.03,0.67,-0.46,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],658.4,-34.14,-16.08,-21.52,9.13,-3.39,34.64,346.47,593.0,226.0,367.0,38.11,-0.03,0.67,-0.46,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],688.58,-31.12,-16.08,-17.92,9.25,-3.39,31.65,344.79,580.0,224.0,356.0,38.62,-0.02,0.66,-0.46,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],699.98,-29.98,-16.08,-16.56,9.25,-3.39,30.51,343.63,577.0,225.0,352.0,38.99,-0.02,0.66,-0.46,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],666.46,-33.33,-16.08,-20.55,8.55,-3.39,33.84,347.1,587.0,229.0,358.0,39.01,-0.03,0.65,-0.46,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],673.2,-32.66,-16.08,-19.75,9.25,-3.39,33.17,335.89,574.0,224.0,350.0,39.02,-0.03,0.65,-0.46,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],685.21,-31.45,-16.08,-18.32,9.25,-3.39,31.98,336.01,573.0,224.0,349.0,39.09,-0.03,0.66,-0.47,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],662.53,-33.72,-16.08,-21.02,9.25,-3.39,34.23,334.18,572.0,225.0,347.0,39.34,-0.03,0.65,-0.47,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2022-04-01 00:00:00] -> [2022-04-26 19:15:00],671.56,-32.82,-16.08,-19.95,9.25,-3.39,33.33,331.84,572.0,224.0,348.0,39.16,-0.03,0.65,-0.47,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
