,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
54,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1126.96,12.74,15.59,-2.47,46.53,-3.44,31.8,106.66,123.0,39.0,84.0,31.71,0.21,2.68,-0.93,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1485.61,48.61,15.59,28.56,45.08,-3.14,24.18,111.22,110.0,37.0,73.0,33.64,0.48,3.24,-0.91,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1354.98,35.55,15.59,17.26,16.81,-3.28,32.27,79.43,94.0,34.0,60.0,36.17,0.4,3.08,-1.11,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1420.78,42.13,15.59,22.95,42.55,-3.99,30.55,73.98,83.0,30.0,53.0,36.14,0.58,3.9,-1.29,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],945.7,-5.4,15.59,-18.16,19.53,-5.33,32.72,44.66,69.0,26.0,43.0,37.68,0.01,2.6,-1.56,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],950.76,-4.89,15.59,-17.72,16.81,-5.87,38.71,45.89,69.0,24.0,45.0,34.78,0.03,3.28,-1.71,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1196.82,19.72,15.59,3.57,9.73,-2.58,13.44,126.87,161.0,57.0,104.0,35.4,0.16,1.57,-0.62,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],974.76,-2.49,15.59,-15.64,6.15,-2.22,14.84,93.93,129.0,48.0,81.0,37.21,0.02,1.44,-0.82,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],923.47,-7.62,15.59,-20.08,5.74,-3.14,19.21,81.48,113.0,42.0,71.0,37.17,-0.03,1.4,-0.87,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1074.94,7.53,15.59,-6.97,9.42,-1.92,16.45,104.8,142.0,50.0,92.0,35.21,0.1,1.57,-0.7,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],944.86,-5.48,15.59,-18.23,6.31,-3.12,17.87,82.5,112.0,43.0,69.0,38.39,-0.0,1.51,-0.95,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1214.58,21.5,15.59,5.11,11.66,-3.05,13.15,82.64,94.0,37.0,57.0,39.36,0.27,2.08,-0.91,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],892.78,-10.69,15.59,-22.74,6.92,-3.15,19.71,83.99,119.0,47.0,72.0,39.5,-0.05,1.17,-0.85,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1028.15,2.85,15.59,-11.02,5.6,-2.95,16.43,69.93,96.0,38.0,58.0,39.58,0.08,1.57,-0.9,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1039.08,3.94,15.59,-10.08,10.39,-3.69,23.15,70.16,86.0,31.0,55.0,36.05,0.11,2.17,-1.06,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],942.63,-5.7,15.59,-18.42,4.77,-6.64,22.02,60.7,87.0,39.0,48.0,44.83,-0.02,1.26,-1.06,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1416.48,41.7,15.59,22.58,45.27,-3.59,18.73,79.71,79.0,34.0,45.0,43.04,0.6,2.95,-1.18,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1144.27,14.47,15.59,-0.98,16.97,-3.63,21.5,54.0,71.0,30.0,41.0,42.25,0.27,2.34,-1.25,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],989.88,-0.98,15.59,-14.34,14.69,-6.61,28.16,38.15,54.0,22.0,32.0,40.74,0.06,2.44,-1.58,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],1154.94,15.53,15.59,-0.05,22.07,-4.9,29.75,38.54,52.0,20.0,32.0,38.46,0.41,3.96,-1.81,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],985.69,-1.4,15.59,-14.7,16.57,-6.04,32.53,34.69,50.0,21.0,29.0,42.0,0.06,2.77,-1.89,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],713.26,-28.65,15.59,-38.27,5.8,-2.73,34.53,375.34,650.0,283.0,367.0,43.54,-0.01,0.61,-0.5,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],687.8,-31.2,15.59,-40.48,6.66,-3.38,37.54,343.27,618.0,269.0,349.0,43.53,-0.02,0.62,-0.52,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],702.03,-29.77,15.59,-39.25,6.66,-4.29,36.48,340.81,613.0,270.0,343.0,44.05,-0.02,0.62,-0.52,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],683.45,-31.63,15.59,-40.85,5.29,-2.44,39.15,339.35,627.0,276.0,351.0,44.02,-0.02,0.6,-0.51,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],705.6,-29.42,15.59,-38.94,6.66,-3.38,36.82,337.72,606.0,269.0,337.0,44.39,-0.02,0.62,-0.53,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],716.46,-28.33,15.59,-38.0,6.66,-4.29,35.72,339.67,599.0,265.0,334.0,44.24,-0.02,0.63,-0.53,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],733.76,-26.6,15.59,-36.5,6.66,-2.44,35.53,348.28,614.0,274.0,340.0,44.63,-0.01,0.6,-0.5,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],747.25,-25.25,15.59,-35.33,6.66,-4.25,33.95,341.41,595.0,265.0,330.0,44.54,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],735.06,-26.47,15.59,-36.39,6.66,-4.6,34.25,337.34,594.0,266.0,328.0,44.78,-0.01,0.62,-0.53,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],750.25,-24.95,15.59,-35.07,6.66,-2.72,32.61,350.17,597.0,266.0,331.0,44.56,-0.01,0.62,-0.52,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],753.31,-24.64,15.59,-34.81,6.66,-4.22,31.99,342.96,591.0,262.0,329.0,44.33,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],745.64,-25.41,15.59,-35.47,6.66,-4.22,33.27,339.4,591.0,262.0,329.0,44.33,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],747.78,-25.2,15.59,-35.29,6.66,-4.13,32.77,341.53,590.0,262.0,328.0,44.41,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],757.92,-24.18,15.59,-34.41,6.66,-4.22,31.86,345.19,590.0,261.0,329.0,44.24,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],754.95,-24.48,15.59,-34.67,6.66,-4.22,32.12,345.09,590.0,261.0,329.0,44.24,-0.01,0.63,-0.52,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],790.88,-20.88,15.59,-31.56,5.8,-2.73,28.0,372.58,619.0,268.0,351.0,43.3,0.0,0.63,-0.48,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],803.33,-19.64,15.59,-30.48,6.66,-3.32,27.85,346.51,584.0,258.0,326.0,44.18,0.0,0.65,-0.51,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],816.65,-18.31,15.59,-29.33,6.66,-4.22,26.42,345.14,582.0,259.0,323.0,44.5,0.0,0.64,-0.51,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],769.95,-22.98,15.59,-33.37,5.29,-2.44,32.38,341.73,597.0,262.0,335.0,43.89,-0.01,0.62,-0.5,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],829.58,-17.01,15.59,-28.21,6.66,-3.32,26.87,342.24,575.0,261.0,314.0,45.39,0.01,0.64,-0.52,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],847.15,-15.26,15.59,-26.69,6.66,-4.22,25.53,345.79,570.0,255.0,315.0,44.74,0.01,0.66,-0.51,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],855.37,-14.43,15.59,-25.98,6.66,-2.44,26.8,351.52,585.0,261.0,324.0,44.62,0.01,0.62,-0.48,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],861.0,-13.87,15.59,-25.49,6.66,-4.18,24.57,345.96,568.0,256.0,312.0,45.07,0.01,0.65,-0.51,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],862.02,-13.77,15.59,-25.4,6.66,-4.6,24.09,344.11,567.0,257.0,310.0,45.33,0.01,0.64,-0.51,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],895.23,-10.45,15.59,-22.53,6.66,-2.72,21.62,358.39,569.0,256.0,313.0,44.99,0.02,0.65,-0.49,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],900.34,-9.93,15.59,-22.08,6.66,-4.22,20.4,350.83,562.0,254.0,308.0,45.2,0.02,0.65,-0.5,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
101,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],891.16,-10.85,15.59,-22.88,6.66,-4.22,21.65,346.98,562.0,254.0,308.0,45.2,0.02,0.65,-0.5,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
102,[2022-02-01 00:00:00] -> [2022-03-01 23:55:00],897.66,-10.2,15.59,-22.32,6.66,-4.22,21.04,351.52,561.0,254.0,307.0,45.28,0.02,0.65,-0.5,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
