,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
102,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],434.84,-56.5,-6.68,-53.39,10.51,-4.61,57.58,425.6,897.0,366.0,531.0,40.8,-0.05,0.64,-0.53,1000,2,-5,0,0.0,5,2.8,20,20,312,216,10,50,45
103,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],427.74,-57.21,-6.68,-54.15,10.51,-4.55,58.28,421.62,896.0,365.0,531.0,40.74,-0.06,0.64,-0.53,1000,2,-5,0,0.0,5,2.8,30,20,312,216,10,50,45
104,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],432.63,-56.72,-6.68,-53.62,10.51,-4.55,57.78,422.5,896.0,366.0,530.0,40.85,-0.05,0.63,-0.53,1000,2,-5,0,0.0,5,2.8,40,20,312,216,10,50,45
105,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],521.06,-47.88,-6.68,-44.14,6.55,-3.63,49.15,426.18,803.0,331.0,472.0,41.22,-0.04,0.63,-0.52,1000,2,-5,0,0.0,10,1.2,20,20,312,216,10,50,45
106,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],604.0,-39.58,-6.68,-35.25,4.96,-3.78,42.16,431.67,764.0,329.0,435.0,43.06,-0.03,0.64,-0.53,1000,2,-5,0,0.0,10,1.2,30,20,312,216,10,50,45
107,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],607.25,-39.25,-6.68,-34.91,4.96,-4.01,42.47,425.35,753.0,326.0,427.0,43.29,-0.03,0.65,-0.55,1000,2,-5,0,0.0,10,1.2,40,20,312,216,10,50,45
108,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],549.88,-44.99,-6.68,-41.06,6.54,-4.05,46.68,417.03,778.0,327.0,451.0,42.03,-0.04,0.65,-0.53,1000,2,-5,0,0.0,10,1.6,20,20,312,216,10,50,45
109,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],600.32,-39.95,-6.68,-35.65,4.8,-3.78,42.96,415.23,752.0,320.0,432.0,42.55,-0.03,0.64,-0.53,1000,2,-5,0,0.0,10,1.6,30,20,312,216,10,50,45
110,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],576.95,-42.29,-6.68,-38.15,4.8,-4.11,45.32,421.09,751.0,317.0,434.0,42.21,-0.03,0.65,-0.53,1000,2,-5,0,0.0,10,1.6,40,20,312,216,10,50,45
111,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],573.99,-42.58,-6.68,-38.47,4.8,-3.94,45.28,427.25,768.0,322.0,446.0,41.93,-0.03,0.63,-0.52,1000,2,-5,0,0.0,10,2.0,20,20,312,216,10,50,45
112,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],594.73,-40.51,-6.68,-36.25,5.03,-3.94,43.09,412.66,747.0,319.0,428.0,42.7,-0.03,0.64,-0.53,1000,2,-5,0,0.0,10,2.0,30,20,312,216,10,50,45
113,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],600.18,-39.96,-6.68,-35.66,4.8,-4.07,43.62,418.42,744.0,319.0,425.0,42.88,-0.03,0.63,-0.53,1000,2,-5,0,0.0,10,2.0,40,20,312,216,10,50,45
114,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],620.38,-37.94,-6.68,-33.5,5.03,-3.94,40.81,419.91,747.0,319.0,428.0,42.7,-0.02,0.64,-0.52,1000,2,-5,0,0.0,10,2.4,20,20,312,216,10,50,45
115,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],569.84,-43.0,-6.68,-38.92,5.03,-4.05,45.46,407.48,743.0,316.0,427.0,42.53,-0.04,0.64,-0.53,1000,2,-5,0,0.0,10,2.4,30,20,312,216,10,50,45
116,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],589.79,-41.0,-6.68,-36.78,5.03,-4.05,43.55,411.49,743.0,316.0,427.0,42.53,-0.03,0.64,-0.53,1000,2,-5,0,0.0,10,2.4,40,20,312,216,10,50,45
117,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],563.99,-43.58,-6.68,-39.54,4.84,-4.05,46.52,411.11,746.0,317.0,429.0,42.49,-0.04,0.64,-0.54,1000,2,-5,0,0.0,10,2.8,20,20,312,216,10,50,45
118,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],576.85,-42.29,-6.68,-38.16,5.03,-4.05,44.98,410.61,743.0,316.0,427.0,42.53,-0.03,0.63,-0.53,1000,2,-5,0,0.0,10,2.8,30,20,312,216,10,50,45
119,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],580.88,-41.89,-6.68,-37.73,5.03,-4.05,44.58,412.22,743.0,316.0,427.0,42.53,-0.03,0.64,-0.53,1000,2,-5,0,0.0,10,2.8,40,20,312,216,10,50,45
