,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
10,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1246.61,24.71,-6.68,33.63,17.1,-3.12,19.88,130.96,157.0,52.0,105.0,33.12,0.21,2.82,-1.09,1000,2,-5,0,-10.0,0,2.4,30,20,312,216,10,50,45
11,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],888.6,-11.11,-6.68,-4.75,43.78,-5.88,38.19,95.68,136.0,42.0,94.0,30.88,0.03,3.3,-1.43,1000,2,-5,0,-10.0,0,2.4,40,20,312,216,10,50,45
12,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],3799.33,280.07,-6.68,307.27,68.3,-5.33,9.83,74.8,52.0,30.0,22.0,57.69,3.04,6.81,-2.1,1000,2,-5,0,-10.0,0,2.8,20,20,312,216,10,50,45
13,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],749.92,-24.98,-6.68,-19.61,23.85,-8.9,45.11,43.51,85.0,30.0,55.0,35.29,-0.21,3.35,-2.16,1000,2,-5,0,-10.0,0,2.8,30,20,312,216,10,50,45
14,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],851.63,-14.81,-6.68,-8.71,18.76,-12.12,26.52,51.31,84.0,27.0,57.0,32.14,-0.08,3.72,-1.88,1000,2,-5,0,-10.0,0,2.8,40,20,312,216,10,50,45
15,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],683.47,-31.63,-6.68,-26.73,11.07,-2.76,44.28,380.35,567.0,172.0,395.0,30.34,-0.02,1.31,-0.6,1000,2,-5,0,-10.0,5,1.2,20,20,312,216,10,50,45
16,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],977.51,-2.21,-6.68,4.79,19.31,-3.77,25.21,308.85,389.0,118.0,271.0,30.33,0.05,1.95,-0.77,1000,2,-5,0,-10.0,5,1.2,30,20,312,216,10,50,45
17,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1424.99,42.55,-6.68,52.75,14.34,-3.07,26.52,320.39,304.0,100.0,204.0,32.89,0.18,2.29,-0.86,1000,2,-5,0,-10.0,5,1.2,40,20,312,216,10,50,45
18,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1034.22,3.46,-6.68,10.86,18.75,-3.1,36.21,388.12,454.0,147.0,307.0,32.38,0.06,1.69,-0.72,1000,2,-5,0,-10.0,5,1.6,20,20,312,216,10,50,45
19,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],779.11,-22.06,-6.68,-16.48,14.35,-9.11,35.25,194.71,320.0,108.0,212.0,33.75,-0.02,1.77,-0.94,1000,2,-5,0,-10.0,5,1.6,30,20,312,216,10,50,45
20,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1212.81,21.32,-6.68,30.01,17.68,-4.8,25.47,220.73,256.0,81.0,175.0,31.64,0.14,2.6,-0.99,1000,2,-5,0,-10.0,5,1.6,40,20,312,216,10,50,45
21,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],889.24,-11.04,-6.68,-4.68,10.62,-4.69,30.96,220.77,310.0,107.0,203.0,34.52,0.02,1.78,-0.91,1000,2,-5,0,-10.0,5,2.0,20,20,312,216,10,50,45
22,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1492.7,49.32,-6.68,60.01,16.74,-3.74,21.27,211.26,233.0,73.0,160.0,31.33,0.24,2.97,-1.0,1000,2,-5,0,-10.0,5,2.0,30,20,312,216,10,50,45
23,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1729.71,73.03,-6.68,85.42,43.77,-4.39,23.47,205.73,190.0,64.0,126.0,33.68,0.4,3.47,-1.15,1000,2,-5,0,-10.0,5,2.0,40,20,312,216,10,50,45
24,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],895.04,-10.46,-6.68,-4.05,18.62,-5.96,30.26,118.04,160.0,55.0,105.0,34.38,0.01,2.6,-1.35,1000,2,-5,0,-10.0,5,2.4,20,20,312,216,10,50,45
25,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1126.47,12.69,-6.68,20.75,18.12,-6.03,22.24,118.93,155.0,51.0,104.0,32.9,0.15,2.83,-1.17,1000,2,-5,0,-10.0,5,2.4,30,20,312,216,10,50,45
26,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],804.88,-19.48,-6.68,-13.72,42.3,-6.27,40.99,97.45,143.0,38.0,105.0,26.57,-0.03,3.93,-1.47,1000,2,-5,0,-10.0,5,2.4,40,20,312,216,10,50,45
27,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],2786.85,178.78,-6.68,198.74,72.49,-7.6,12.28,64.79,52.0,21.0,31.0,40.38,2.48,8.99,-1.92,1000,2,-5,0,-10.0,5,2.8,20,20,312,216,10,50,45
28,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],731.3,-26.84,-6.68,-21.61,29.19,-8.4,45.32,40.37,80.0,32.0,48.0,40.0,-0.27,2.78,-2.3,1000,2,-5,0,-10.0,5,2.8,30,20,312,216,10,50,45
29,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],929.54,-7.01,-6.68,-0.36,18.76,-12.22,26.05,52.66,82.0,29.0,53.0,35.37,0.03,3.59,-1.92,1000,2,-5,0,-10.0,5,2.8,40,20,312,216,10,50,45
30,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],569.13,-43.07,-6.68,-38.99,10.11,-3.98,47.94,282.71,508.0,153.0,355.0,30.12,-0.07,1.31,-0.66,1000,2,-5,0,-10.0,10,1.2,20,20,312,216,10,50,45
31,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],806.35,-19.34,-6.68,-13.56,11.13,-7.93,33.56,232.37,362.0,103.0,259.0,28.45,-0.01,1.95,-0.78,1000,2,-5,0,-10.0,10,1.2,30,20,312,216,10,50,45
32,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1221.85,22.23,-6.68,30.98,25.91,-4.67,23.31,225.99,280.0,88.0,192.0,31.43,0.14,2.31,-0.86,1000,2,-5,0,-10.0,10,1.2,40,20,312,216,10,50,45
33,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],821.38,-17.83,-6.68,-11.95,18.52,-3.17,40.21,298.84,419.0,125.0,294.0,29.83,0.01,1.74,-0.73,1000,2,-5,0,-10.0,10,1.6,20,20,312,216,10,50,45
34,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],704.13,-29.56,-6.68,-24.52,11.04,-9.39,41.72,179.0,303.0,88.0,215.0,29.04,-0.06,1.98,-0.9,1000,2,-5,0,-10.0,10,1.6,30,20,312,216,10,50,45
35,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1273.83,27.43,-6.68,36.55,17.75,-4.65,21.17,179.25,228.0,76.0,152.0,33.33,0.18,2.61,-1.04,1000,2,-5,0,-10.0,10,1.6,40,20,312,216,10,50,45
36,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1168.68,16.91,-6.68,25.28,18.18,-4.17,17.74,232.13,283.0,89.0,194.0,31.45,0.11,2.21,-0.85,1000,2,-5,0,-10.0,10,2.0,20,20,312,216,10,50,45
37,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1345.63,34.61,-6.68,44.25,16.61,-3.71,24.08,179.72,222.0,70.0,152.0,31.53,0.2,2.68,-0.94,1000,2,-5,0,-10.0,10,2.0,30,20,312,216,10,50,45
38,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1948.03,94.87,-6.68,108.82,44.96,-3.65,18.35,191.12,176.0,68.0,108.0,38.64,0.5,3.16,-1.18,1000,2,-5,0,-10.0,10,2.0,40,20,312,216,10,50,45
39,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],665.6,-33.42,-6.68,-28.65,8.67,-7.46,41.65,91.48,164.0,55.0,109.0,33.54,-0.19,1.92,-1.26,1000,2,-5,0,-10.0,10,2.4,20,20,312,216,10,50,45
40,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],944.34,-5.53,-6.68,1.23,7.89,-5.27,24.28,89.63,141.0,45.0,96.0,31.91,0.02,2.65,-1.21,1000,2,-5,0,-10.0,10,2.4,30,20,312,216,10,50,45
41,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],871.59,-12.81,-6.68,-6.57,42.99,-6.2,33.01,91.92,132.0,40.0,92.0,30.3,0.01,3.32,-1.42,1000,2,-5,0,-10.0,10,2.4,40,20,312,216,10,50,45
42,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1714.31,71.49,-6.68,83.77,47.34,-15.11,29.71,46.96,56.0,23.0,33.0,41.07,1.3,6.74,-2.5,1000,2,-5,0,-10.0,10,2.8,20,20,312,216,10,50,45
43,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],544.63,-45.52,-6.68,-41.62,14.9,-11.57,46.54,32.32,73.0,24.0,49.0,32.88,-0.72,2.8,-2.45,1000,2,-5,0,-10.0,10,2.8,30,20,312,216,10,50,45
44,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],847.31,-15.24,-6.68,-9.17,17.59,-12.22,31.35,47.12,82.0,27.0,55.0,32.93,-0.08,3.68,-1.93,1000,2,-5,0,-10.0,10,2.8,40,20,312,216,10,50,45
45,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],695.08,-30.47,-6.68,-25.49,11.15,-3.84,47.78,224.14,383.0,110.0,273.0,28.72,-0.05,1.4,-0.63,1000,2,-5,0,-10.0,15,1.2,20,20,312,216,10,50,45
46,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],979.85,-1.98,-6.68,5.04,19.21,-4.44,37.7,203.41,288.0,93.0,195.0,32.29,0.05,1.84,-0.8,1000,2,-5,0,-10.0,15,1.2,30,20,312,216,10,50,45
47,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1336.17,33.66,-6.68,43.23,25.43,-4.77,29.93,200.41,238.0,78.0,160.0,32.77,0.19,2.4,-0.88,1000,2,-5,0,-10.0,15,1.2,40,20,312,216,10,50,45
48,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],777.08,-22.26,-6.68,-16.7,20.38,-3.05,44.57,213.69,320.0,96.0,224.0,30.0,-0.03,1.68,-0.76,1000,2,-5,0,-10.0,15,1.6,20,20,312,216,10,50,45
49,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],926.16,-7.35,-6.68,-0.72,18.23,-9.11,43.9,152.32,242.0,76.0,166.0,31.4,0.03,2.06,-0.9,1000,2,-5,0,-10.0,15,1.6,30,20,312,216,10,50,45
50,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1466.89,46.74,-6.68,57.25,17.9,-4.07,16.14,161.07,191.0,67.0,124.0,35.08,0.27,2.58,-0.97,1000,2,-5,0,-10.0,15,1.6,40,20,312,216,10,50,45
51,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1021.66,2.2,-6.68,9.52,20.07,-3.31,21.22,162.41,233.0,75.0,158.0,32.19,0.07,1.95,-0.83,1000,2,-5,0,-10.0,15,2.0,20,20,312,216,10,50,45
52,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1451.07,45.16,-6.68,55.55,16.7,-9.09,23.89,140.49,175.0,69.0,106.0,39.43,0.29,2.46,-1.13,1000,2,-5,0,-10.0,15,2.0,30,20,312,216,10,50,45
53,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1833.58,83.42,-6.68,96.55,48.06,-5.42,27.6,154.78,155.0,55.0,100.0,35.48,0.53,3.77,-1.25,1000,2,-5,0,-10.0,15,2.0,40,20,312,216,10,50,45
54,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],832.14,-16.76,-6.68,-10.8,9.07,-5.61,27.95,95.61,153.0,49.0,104.0,32.03,-0.06,2.11,-1.09,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],945.3,-5.44,-6.68,1.33,7.92,-3.85,20.51,83.39,130.0,50.0,80.0,38.46,0.02,2.08,-1.27,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1037.33,3.77,-6.68,11.2,10.8,-3.88,20.96,76.08,113.0,49.0,64.0,43.36,0.1,2.0,-1.36,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],3800.82,280.22,-6.68,307.43,70.45,-5.46,9.64,73.72,50.0,25.0,25.0,50.0,3.19,7.85,-1.47,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],978.46,-2.12,-6.68,4.89,14.93,-8.8,24.27,49.08,79.0,28.0,51.0,35.44,0.07,3.28,-1.69,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1070.09,7.05,-6.68,14.71,13.63,-12.22,28.3,49.31,74.0,24.0,50.0,32.43,0.21,3.99,-1.61,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],996.98,-0.27,-6.68,6.87,10.74,-3.46,27.12,161.85,215.0,67.0,148.0,31.16,0.05,1.61,-0.66,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1055.55,5.59,-6.68,13.15,17.2,-3.86,24.95,143.51,186.0,56.0,130.0,30.11,0.09,2.1,-0.78,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1212.83,21.33,-6.68,30.01,26.65,-4.77,21.03,149.31,164.0,45.0,119.0,27.44,0.2,2.98,-0.86,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1105.41,10.58,-6.68,18.5,18.64,-3.85,28.22,147.55,185.0,58.0,127.0,31.35,0.12,2.09,-0.79,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1023.49,2.38,-6.68,9.71,16.26,-4.32,23.81,123.83,162.0,52.0,110.0,32.1,0.08,2.25,-0.95,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1522.53,52.31,-6.68,63.21,24.22,-5.17,17.71,141.17,141.0,42.0,99.0,29.79,0.38,3.44,-0.91,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1016.52,1.69,-6.68,8.97,19.49,-4.37,23.32,124.84,162.0,45.0,117.0,27.78,0.07,2.39,-0.82,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1191.55,19.2,-6.68,27.73,14.92,-5.33,19.46,110.41,132.0,45.0,87.0,34.09,0.2,2.61,-1.04,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1799.49,80.01,-6.68,92.9,45.73,-4.09,16.57,128.15,111.0,36.0,75.0,32.43,0.69,4.4,-1.1,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],813.98,-18.57,-6.68,-12.74,10.03,-13.86,29.82,69.27,114.0,38.0,76.0,33.33,-0.12,2.05,-1.2,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],852.28,-14.74,-6.68,-8.64,6.68,-7.81,18.06,64.49,99.0,30.0,69.0,30.3,-0.1,2.41,-1.2,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1506.19,50.67,-6.68,61.46,42.06,-3.63,19.88,88.32,89.0,36.0,53.0,40.45,0.6,3.23,-1.19,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],2345.43,134.62,-6.68,151.42,58.72,-7.25,15.34,71.24,54.0,24.0,30.0,44.44,1.94,6.6,-1.78,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1237.77,23.82,-6.68,32.68,57.98,-13.06,23.52,52.36,60.0,23.0,37.0,38.33,0.66,5.07,-2.08,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],1726.84,72.74,-6.68,85.11,58.82,-4.14,12.76,65.52,63.0,23.0,40.0,36.51,1.14,5.48,-1.35,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],422.68,-57.72,-6.68,-54.69,10.53,-3.64,59.1,499.07,1054.0,422.0,632.0,40.04,-0.04,0.64,-0.5,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],423.56,-57.63,-6.68,-54.6,8.45,-3.19,59.52,464.22,992.0,409.0,583.0,41.23,-0.05,0.63,-0.53,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],390.72,-60.91,-6.68,-58.12,10.73,-4.06,62.53,446.06,976.0,402.0,574.0,41.19,-0.06,0.65,-0.55,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],422.26,-57.76,-6.68,-54.74,10.76,-3.4,59.79,481.37,1019.0,414.0,605.0,40.63,-0.05,0.64,-0.51,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],416.61,-58.32,-6.68,-55.34,10.75,-3.64,60.04,455.32,977.0,393.0,584.0,40.23,-0.05,0.65,-0.52,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],429.56,-57.03,-6.68,-53.95,10.75,-3.64,58.92,455.53,968.0,396.0,572.0,40.91,-0.05,0.65,-0.53,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],467.46,-53.24,-6.68,-49.89,10.75,-3.59,55.37,488.19,986.0,401.0,585.0,40.67,-0.04,0.65,-0.51,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],401.86,-59.8,-6.68,-56.92,10.69,-3.64,61.57,447.59,961.0,388.0,573.0,40.37,-0.06,0.64,-0.53,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],397.27,-60.26,-6.68,-57.41,10.69,-3.64,62.23,440.17,957.0,387.0,570.0,40.44,-0.06,0.63,-0.53,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],440.34,-55.95,-6.68,-52.8,10.69,-4.1,58.13,467.57,965.0,393.0,572.0,40.73,-0.05,0.64,-0.52,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],406.24,-59.36,-6.68,-56.45,10.69,-3.97,61.37,442.8,955.0,389.0,566.0,40.73,-0.05,0.64,-0.53,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],408.76,-59.11,-6.68,-56.18,10.69,-3.96,61.14,437.69,953.0,387.0,566.0,40.61,-0.05,0.64,-0.53,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],392.49,-60.74,-6.68,-57.93,10.69,-4.93,62.16,449.63,953.0,382.0,571.0,40.08,-0.06,0.64,-0.53,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],375.01,-62.49,-6.68,-59.8,10.69,-4.18,63.85,439.41,953.0,382.0,571.0,40.08,-0.06,0.64,-0.53,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],395.59,-60.43,-6.68,-57.59,10.69,-3.97,62.39,438.91,952.0,383.0,569.0,40.23,-0.06,0.64,-0.53,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],505.33,-49.45,-6.68,-45.83,10.35,-3.64,50.54,486.28,977.0,397.0,580.0,40.63,-0.03,0.65,-0.5,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],478.22,-52.16,-6.68,-48.74,8.25,-3.14,53.34,446.34,930.0,391.0,539.0,42.04,-0.04,0.64,-0.53,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],422.76,-57.71,-6.68,-54.68,10.55,-3.82,58.75,424.45,922.0,383.0,539.0,41.54,-0.05,0.64,-0.55,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],475.29,-52.45,-6.68,-49.05,10.58,-4.88,53.9,446.25,949.0,395.0,554.0,41.62,-0.04,0.64,-0.53,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],456.29,-54.35,-6.68,-51.09,10.51,-5.3,55.48,433.56,917.0,373.0,544.0,40.68,-0.05,0.65,-0.53,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],475.28,-52.46,-6.68,-49.05,10.51,-4.55,53.62,440.71,906.0,375.0,531.0,41.39,-0.04,0.66,-0.54,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],478.52,-52.13,-6.68,-48.7,10.51,-4.37,53.31,448.34,927.0,382.0,545.0,41.21,-0.04,0.65,-0.52,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],426.97,-57.29,-6.68,-54.23,10.51,-4.55,58.34,425.5,906.0,370.0,536.0,40.84,-0.05,0.63,-0.53,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],434.4,-56.54,-6.68,-53.43,10.51,-4.55,57.61,422.92,899.0,368.0,531.0,40.93,-0.05,0.63,-0.53,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],471.64,-52.82,-6.68,-49.44,10.51,-3.97,53.98,441.81,902.0,370.0,532.0,41.02,-0.04,0.65,-0.52,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],429.77,-57.01,-6.68,-53.93,10.51,-4.55,58.06,421.48,898.0,368.0,530.0,40.98,-0.05,0.64,-0.53,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
101,[2021-11-01 00:00:00] -> [2021-12-01 23:55:00],445.02,-55.48,-6.68,-52.3,10.51,-4.55,56.58,422.13,897.0,367.0,530.0,40.91,-0.05,0.64,-0.53,1000,2,-5,0,0.0,5,2.4,40,20,312,216,10,50,45
