,dates,finalBalance,perfVSUSD,holdPercentage,vsHoldPercentage,bestTrade,worstTrade,drawDown,taxes,totalTrades,totalGoodTrades,totalBadTrades,winRateRatio,tradesPerformance,averagePercentagePositivTrades,averagePercentageNegativTrades,startingBalance,maxPositions,parametrePVO2,parametrePERF,parametreTRIX_HISTO,parametrePVO,parametreBOL_BANDwindowdev,parametreBOL_BANDwindow,parametreMACD,parametreEMA13D,parametreEMA9D,parametreEMA10,parametreEMA50,parametreEMA45
14,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],520.1,-47.97,-16.02,-38.05,12.1,-10.2,50.56,45.79,100.0,27.0,73.0,27.0,-0.57,2.75,-1.8,1000,2,-5,0,-10.0,0,2.8,40,20,312,216,10,50,45
15,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],498.9,-50.09,-16.02,-40.57,9.58,-4.06,54.62,206.53,511.0,138.0,373.0,27.01,-0.09,1.26,-0.59,1000,2,-5,0,-10.0,5,1.2,20,20,312,216,10,50,45
16,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],388.11,-61.17,-16.02,-53.77,8.22,-2.71,63.84,143.64,393.0,105.0,288.0,26.72,-0.2,1.31,-0.75,1000,2,-5,0,-10.0,5,1.2,30,20,312,216,10,50,45
17,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],516.99,-48.28,-16.02,-38.42,9.05,-4.95,51.57,131.63,308.0,86.0,222.0,27.92,-0.17,1.72,-0.9,1000,2,-5,0,-10.0,5,1.2,40,20,312,216,10,50,45
18,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],387.59,-61.23,-16.02,-53.83,9.22,-2.51,63.82,170.49,444.0,110.0,334.0,24.77,-0.17,1.39,-0.68,1000,2,-5,0,-10.0,5,1.6,20,20,312,216,10,50,45
19,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],428.13,-57.17,-16.02,-49.0,8.99,-3.21,59.53,133.36,327.0,89.0,238.0,27.22,-0.21,1.43,-0.83,1000,2,-5,0,-10.0,5,1.6,30,20,312,216,10,50,45
20,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],495.19,-50.46,-16.02,-41.01,8.97,-5.47,51.53,113.12,263.0,79.0,184.0,30.04,-0.22,1.74,-1.06,1000,2,-5,0,-10.0,5,1.6,40,20,312,216,10,50,45
21,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],328.36,-67.15,-16.02,-60.89,9.22,-5.24,68.31,122.73,343.0,89.0,254.0,25.95,-0.28,1.42,-0.88,1000,2,-5,0,-10.0,5,2.0,20,20,312,216,10,50,45
22,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],439.71,-56.01,-16.02,-47.62,7.41,-4.9,58.45,108.19,257.0,79.0,178.0,30.74,-0.27,1.41,-1.02,1000,2,-5,0,-10.0,5,2.0,30,20,312,216,10,50,45
23,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],494.49,-50.53,-16.02,-41.1,7.41,-3.92,53.34,99.81,226.0,71.0,155.0,31.42,-0.26,1.71,-1.16,1000,2,-5,0,-10.0,5,2.0,40,20,312,216,10,50,45
24,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],393.55,-60.63,-16.02,-53.12,7.44,-7.46,65.28,74.71,196.0,56.0,140.0,28.57,-0.42,1.89,-1.34,1000,2,-5,0,-10.0,5,2.4,20,20,312,216,10,50,45
25,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],314.53,-68.54,-16.02,-62.53,7.44,-7.97,69.56,66.78,180.0,48.0,132.0,26.67,-0.59,1.69,-1.41,1000,2,-5,0,-10.0,5,2.4,30,20,312,216,10,50,45
26,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],363.59,-63.63,-16.02,-56.69,8.61,-4.75,64.51,69.21,171.0,45.0,126.0,26.32,-0.54,1.89,-1.4,1000,2,-5,0,-10.0,5,2.4,40,20,312,216,10,50,45
27,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],479.16,-52.07,-16.02,-42.92,8.0,-8.29,52.55,41.52,90.0,26.0,64.0,28.89,-0.74,2.61,-2.1,1000,2,-5,0,-10.0,5,2.8,20,20,312,216,10,50,45
28,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],465.63,-53.42,-16.02,-44.53,11.34,-8.36,55.27,40.89,92.0,23.0,69.0,25.0,-0.75,2.85,-1.95,1000,2,-5,0,-10.0,5,2.8,30,20,312,216,10,50,45
29,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],553.44,-44.64,-16.02,-34.07,10.74,-9.78,48.08,46.81,100.0,27.0,73.0,27.0,-0.51,2.81,-1.75,1000,2,-5,0,-10.0,5,2.8,40,20,312,216,10,50,45
30,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],599.05,-40.07,-16.02,-28.64,8.73,-3.9,44.66,208.77,441.0,128.0,313.0,29.02,-0.07,1.2,-0.59,1000,2,-5,0,-10.0,10,1.2,20,20,312,216,10,50,45
31,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],495.46,-50.44,-16.02,-40.98,9.62,-4.16,53.82,146.86,345.0,94.0,251.0,27.25,-0.16,1.45,-0.76,1000,2,-5,0,-10.0,10,1.2,30,20,312,216,10,50,45
32,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],489.89,-50.99,-16.02,-41.65,7.22,-4.56,53.1,123.18,279.0,79.0,200.0,28.32,-0.21,1.59,-0.92,1000,2,-5,0,-10.0,10,1.2,40,20,312,216,10,50,45
33,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],513.63,-48.62,-16.02,-38.82,8.6,-4.44,52.34,174.28,377.0,107.0,270.0,28.38,-0.13,1.32,-0.71,1000,2,-5,0,-10.0,10,1.6,20,20,312,216,10,50,45
34,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],455.31,-54.45,-16.02,-45.76,7.84,-6.68,57.47,126.69,289.0,83.0,206.0,28.72,-0.23,1.36,-0.87,1000,2,-5,0,-10.0,10,1.6,30,20,312,216,10,50,45
35,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],499.46,-50.04,-16.02,-40.5,8.49,-5.41,52.08,113.36,235.0,73.0,162.0,31.06,-0.25,1.5,-1.03,1000,2,-5,0,-10.0,10,1.6,40,20,312,216,10,50,45
36,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],340.03,-65.98,-16.02,-59.5,8.7,-5.43,67.31,110.51,307.0,81.0,226.0,26.38,-0.31,1.37,-0.91,1000,2,-5,0,-10.0,10,2.0,20,20,312,216,10,50,45
37,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],460.09,-53.97,-16.02,-45.19,7.41,-6.66,56.88,100.27,236.0,74.0,162.0,31.36,-0.28,1.48,-1.08,1000,2,-5,0,-10.0,10,2.0,30,20,312,216,10,50,45
38,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],438.35,-56.15,-16.02,-47.78,7.41,-5.43,57.42,92.42,208.0,65.0,143.0,31.25,-0.35,1.54,-1.2,1000,2,-5,0,-10.0,10,2.0,40,20,312,216,10,50,45
39,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],305.46,-69.44,-16.02,-63.61,7.44,-7.46,70.72,68.43,199.0,53.0,146.0,26.63,-0.54,1.49,-1.28,1000,2,-5,0,-10.0,10,2.4,20,20,312,216,10,50,45
40,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],397.69,-60.22,-16.02,-52.63,7.44,-7.46,61.55,69.06,165.0,45.0,120.0,27.27,-0.5,1.82,-1.38,1000,2,-5,0,-10.0,10,2.4,30,20,312,216,10,50,45
41,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],463.99,-53.58,-16.02,-44.73,8.62,-4.07,54.52,70.38,154.0,38.0,116.0,24.68,-0.44,2.26,-1.33,1000,2,-5,0,-10.0,10,2.4,40,20,312,216,10,50,45
42,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],440.05,-55.98,-16.02,-47.58,7.84,-8.73,56.41,33.49,79.0,23.0,56.0,29.11,-0.95,2.8,-2.49,1000,2,-5,0,-10.0,10,2.8,20,20,312,216,10,50,45
43,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],415.19,-58.47,-16.02,-50.54,9.51,-8.36,60.01,38.43,93.0,22.0,71.0,23.66,-0.87,2.71,-1.98,1000,2,-5,0,-10.0,10,2.8,30,20,312,216,10,50,45
44,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],509.1,-49.07,-16.02,-39.36,9.88,-9.92,51.25,43.08,92.0,25.0,67.0,27.17,-0.65,2.78,-1.94,1000,2,-5,0,-10.0,10,2.8,40,20,312,216,10,50,45
45,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],709.51,-29.02,-16.02,-15.48,8.93,-4.02,34.32,181.98,338.0,104.0,234.0,30.77,-0.06,1.16,-0.6,1000,2,-5,0,-10.0,15,1.2,20,20,312,216,10,50,45
46,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],568.76,-43.1,-16.02,-32.25,8.97,-4.15,46.59,132.33,272.0,76.0,196.0,27.94,-0.16,1.35,-0.75,1000,2,-5,0,-10.0,15,1.2,30,20,312,216,10,50,45
47,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],556.01,-44.38,-16.02,-33.77,7.1,-4.51,47.8,107.21,220.0,63.0,157.0,28.64,-0.22,1.44,-0.89,1000,2,-5,0,-10.0,15,1.2,40,20,312,216,10,50,45
48,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],587.26,-41.25,-16.02,-30.05,8.79,-4.29,45.0,154.58,298.0,78.0,220.0,26.17,-0.13,1.39,-0.67,1000,2,-5,0,-10.0,15,1.6,20,20,312,216,10,50,45
49,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],508.52,-49.13,-16.02,-39.43,7.84,-6.46,52.45,115.95,235.0,68.0,167.0,28.94,-0.24,1.24,-0.85,1000,2,-5,0,-10.0,15,1.6,30,20,312,216,10,50,45
50,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],561.29,-43.85,-16.02,-33.14,7.87,-3.22,47.33,104.09,197.0,59.0,138.0,29.95,-0.25,1.44,-0.97,1000,2,-5,0,-10.0,15,1.6,40,20,312,216,10,50,45
51,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],462.2,-53.76,-16.02,-44.94,8.68,-6.43,56.67,104.77,238.0,61.0,177.0,25.63,-0.28,1.44,-0.87,1000,2,-5,0,-10.0,15,2.0,20,20,312,216,10,50,45
52,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],498.7,-50.11,-16.02,-40.6,7.41,-6.46,53.23,93.0,196.0,61.0,135.0,31.12,-0.31,1.36,-1.06,1000,2,-5,0,-10.0,15,2.0,30,20,312,216,10,50,45
53,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],612.61,-38.72,-16.02,-27.03,7.41,-3.64,42.0,94.59,173.0,51.0,122.0,29.48,-0.23,1.76,-1.07,1000,2,-5,0,-10.0,15,2.0,40,20,312,216,10,50,45
54,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],534.67,-46.51,-16.02,-36.31,7.44,-4.18,49.53,85.26,168.0,44.0,124.0,26.19,-0.32,1.75,-1.06,1000,2,-5,0,-10.0,15,2.4,20,20,312,216,10,50,45
55,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],526.98,-47.28,-16.02,-37.23,7.44,-4.76,51.99,74.34,149.0,42.0,107.0,28.19,-0.38,1.77,-1.22,1000,2,-5,0,-10.0,15,2.4,30,20,312,216,10,50,45
56,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],574.99,-42.48,-16.02,-31.51,8.97,-3.76,45.36,72.0,135.0,37.0,98.0,27.41,-0.35,1.99,-1.24,1000,2,-5,0,-10.0,15,2.4,40,20,312,216,10,50,45
57,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],697.28,-30.25,-16.02,-16.94,12.16,-8.38,31.16,42.1,75.0,25.0,50.0,33.33,-0.4,2.5,-1.85,1000,2,-5,0,-10.0,15,2.8,20,20,312,216,10,50,45
58,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],522.16,-47.77,-16.02,-37.8,9.12,-8.28,48.05,46.63,96.0,30.0,66.0,31.25,-0.61,1.88,-1.74,1000,2,-5,0,-10.0,15,2.8,30,20,312,216,10,50,45
59,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],602.26,-39.75,-16.02,-28.26,9.94,-9.81,39.86,47.52,88.0,27.0,61.0,30.68,-0.5,2.64,-1.89,1000,2,-5,0,-10.0,15,2.8,40,20,312,216,10,50,45
60,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],713.24,-28.65,-16.02,-15.04,8.71,-3.08,36.66,98.4,187.0,56.0,131.0,29.95,-0.14,1.19,-0.7,1000,2,-5,0,-10.0,20,1.2,20,20,312,216,10,50,45
61,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],601.18,-39.86,-16.02,-28.39,7.1,-3.33,42.86,87.64,170.0,46.0,124.0,27.06,-0.26,1.23,-0.81,1000,2,-5,0,-10.0,20,1.2,30,20,312,216,10,50,45
62,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],608.36,-39.14,-16.02,-27.53,7.1,-3.84,42.01,77.39,150.0,46.0,104.0,30.67,-0.29,1.14,-0.92,1000,2,-5,0,-10.0,20,1.2,40,20,312,216,10,50,45
63,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],819.78,-17.99,-16.02,-2.35,8.39,-2.89,27.81,102.64,170.0,55.0,115.0,32.35,-0.07,1.42,-0.78,1000,2,-5,0,-10.0,20,1.6,20,20,312,216,10,50,45
64,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],669.32,-33.05,-16.02,-20.27,7.89,-4.52,37.53,87.62,155.0,50.0,105.0,32.26,-0.21,1.27,-0.92,1000,2,-5,0,-10.0,20,1.6,30,20,312,216,10,50,45
65,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],679.0,-32.08,-16.02,-19.12,8.35,-4.87,36.57,72.94,128.0,41.0,87.0,32.03,-0.25,1.53,-1.09,1000,2,-5,0,-10.0,20,1.6,40,20,312,216,10,50,45
66,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],851.9,-14.78,-16.02,1.48,8.49,-4.56,27.66,84.73,140.0,45.0,95.0,32.14,-0.06,1.79,-0.94,1000,2,-5,0,-10.0,20,2.0,20,20,312,216,10,50,45
67,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],776.2,-22.35,-16.02,-7.54,7.45,-3.23,27.97,75.68,125.0,43.0,82.0,34.4,-0.15,1.57,-1.06,1000,2,-5,0,-10.0,20,2.0,30,20,312,216,10,50,45
68,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],642.73,-35.7,-16.02,-23.44,7.92,-5.69,40.3,62.44,115.0,35.0,80.0,30.43,-0.33,1.69,-1.21,1000,2,-5,0,-10.0,20,2.0,40,20,312,216,10,50,45
69,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],784.57,-21.52,-16.02,-6.54,7.47,-6.16,28.66,66.77,108.0,37.0,71.0,34.26,-0.17,1.67,-1.13,1000,2,-5,0,-10.0,20,2.4,20,20,312,216,10,50,45
70,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],666.8,-33.3,-16.02,-20.57,7.47,-6.49,38.94,59.85,107.0,35.0,72.0,32.71,-0.32,1.62,-1.27,1000,2,-5,0,-10.0,20,2.4,30,20,312,216,10,50,45
71,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],645.78,-35.4,-16.02,-23.08,7.49,-4.69,38.41,52.3,99.0,33.0,66.0,33.33,-0.39,1.59,-1.37,1000,2,-5,0,-10.0,20,2.4,40,20,312,216,10,50,45
72,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],808.89,-19.08,-16.02,-3.65,12.7,-7.68,34.83,37.04,65.0,24.0,41.0,36.92,-0.24,2.52,-1.86,1000,2,-5,0,-10.0,20,2.8,20,20,312,216,10,50,45
73,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],685.8,-31.4,-16.02,-18.31,7.27,-7.96,34.17,39.37,71.0,20.0,51.0,28.17,-0.47,2.03,-1.45,1000,2,-5,0,-10.0,20,2.8,30,20,312,216,10,50,45
74,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],634.31,-36.55,-16.02,-24.44,6.54,-9.62,37.76,37.53,72.0,20.0,52.0,27.78,-0.57,1.77,-1.47,1000,2,-5,0,-10.0,20,2.8,40,20,312,216,10,50,45
75,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],424.69,-57.52,-16.02,-49.41,5.9,-3.81,61.67,362.78,914.0,358.0,556.0,39.17,-0.06,0.62,-0.49,1000,2,-5,0,0.0,0,1.2,20,20,312,216,10,50,45
76,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],431.03,-56.88,-16.02,-48.66,5.93,-2.6,61.35,345.99,869.0,357.0,512.0,41.08,-0.06,0.61,-0.52,1000,2,-5,0,0.0,0,1.2,30,20,312,216,10,50,45
77,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],420.34,-57.95,-16.02,-49.93,5.81,-2.71,62.66,336.58,859.0,347.0,512.0,40.4,-0.06,0.63,-0.53,1000,2,-5,0,0.0,0,1.2,40,20,312,216,10,50,45
78,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],436.58,-56.33,-16.02,-47.99,5.69,-3.81,60.74,359.73,876.0,352.0,524.0,40.18,-0.06,0.62,-0.51,1000,2,-5,0,0.0,0,1.6,20,20,312,216,10,50,45
79,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],435.93,-56.39,-16.02,-48.07,5.93,-2.64,60.94,344.68,858.0,354.0,504.0,41.26,-0.06,0.61,-0.53,1000,2,-5,0,0.0,0,1.6,30,20,312,216,10,50,45
80,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],434.6,-56.52,-16.02,-48.23,5.78,-3.32,61.51,335.83,848.0,349.0,499.0,41.16,-0.06,0.62,-0.53,1000,2,-5,0,0.0,0,1.6,40,20,312,216,10,50,45
81,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],435.22,-56.46,-16.02,-48.16,5.69,-3.0,60.22,356.24,862.0,360.0,502.0,41.76,-0.06,0.61,-0.53,1000,2,-5,0,0.0,0,2.0,20,20,312,216,10,50,45
82,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],441.45,-55.84,-16.02,-47.41,5.69,-3.32,61.66,339.77,845.0,345.0,500.0,40.83,-0.06,0.62,-0.52,1000,2,-5,0,0.0,0,2.0,30,20,312,216,10,50,45
83,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],410.51,-58.93,-16.02,-51.1,5.69,-3.93,64.16,323.74,842.0,343.0,499.0,40.74,-0.07,0.62,-0.54,1000,2,-5,0,0.0,0,2.0,40,20,312,216,10,50,45
84,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],428.79,-57.11,-16.02,-48.92,5.69,-3.56,62.97,338.24,844.0,345.0,499.0,40.88,-0.06,0.61,-0.53,1000,2,-5,0,0.0,0,2.4,20,20,312,216,10,50,45
85,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],404.89,-59.5,-16.02,-51.77,5.69,-3.93,64.69,322.29,839.0,341.0,498.0,40.64,-0.07,0.62,-0.54,1000,2,-5,0,0.0,0,2.4,30,20,312,216,10,50,45
86,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],414.63,-58.52,-16.02,-50.61,5.69,-3.57,63.92,326.87,841.0,342.0,499.0,40.67,-0.07,0.62,-0.53,1000,2,-5,0,0.0,0,2.4,40,20,312,216,10,50,45
87,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],424.82,-57.5,-16.02,-49.4,5.69,-4.29,63.3,327.62,835.0,340.0,495.0,40.72,-0.06,0.62,-0.53,1000,2,-5,0,0.0,0,2.8,20,20,312,216,10,50,45
88,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],422.92,-57.69,-16.02,-49.62,5.69,-3.57,63.13,330.12,834.0,339.0,495.0,40.65,-0.06,0.62,-0.53,1000,2,-5,0,0.0,0,2.8,30,20,312,216,10,50,45
89,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],412.19,-58.77,-16.02,-50.9,5.69,-4.29,64.09,321.59,835.0,339.0,496.0,40.6,-0.07,0.62,-0.54,1000,2,-5,0,0.0,0,2.8,40,20,312,216,10,50,45
90,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],414.89,-58.5,-16.02,-50.58,5.91,-3.82,60.85,336.42,849.0,339.0,510.0,39.93,-0.07,0.61,-0.51,1000,2,-5,0,0.0,5,1.2,20,20,312,216,10,50,45
91,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],382.46,-61.74,-16.02,-54.44,5.93,-2.79,63.81,299.06,806.0,327.0,479.0,40.57,-0.08,0.61,-0.55,1000,2,-5,0,0.0,5,1.2,30,20,312,216,10,50,45
92,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],415.19,-58.47,-16.02,-50.54,5.82,-2.71,61.04,301.76,785.0,321.0,464.0,40.89,-0.07,0.63,-0.56,1000,2,-5,0,0.0,5,1.2,40,20,312,216,10,50,45
93,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],391.25,-60.86,-16.02,-53.39,5.69,-3.75,63.04,311.46,819.0,327.0,492.0,39.93,-0.08,0.61,-0.53,1000,2,-5,0,0.0,5,1.6,20,20,312,216,10,50,45
94,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],398.48,-60.14,-16.02,-52.53,5.79,-2.6,62.33,301.89,793.0,322.0,471.0,40.61,-0.08,0.61,-0.55,1000,2,-5,0,0.0,5,1.6,30,20,312,216,10,50,45
95,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],422.29,-57.76,-16.02,-49.7,5.79,-3.32,60.58,302.05,779.0,320.0,459.0,41.08,-0.07,0.62,-0.56,1000,2,-5,0,0.0,5,1.6,40,20,312,216,10,50,45
96,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],378.68,-62.12,-16.02,-54.89,5.69,-3.0,63.72,302.52,802.0,326.0,476.0,40.65,-0.08,0.62,-0.56,1000,2,-5,0,0.0,5,2.0,20,20,312,216,10,50,45
97,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],417.54,-58.23,-16.02,-50.26,5.69,-3.32,61.66,296.68,775.0,317.0,458.0,40.9,-0.07,0.63,-0.56,1000,2,-5,0,0.0,5,2.0,30,20,312,216,10,50,45
98,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],411.3,-58.86,-16.02,-51.01,5.69,-3.93,62.17,296.34,774.0,319.0,455.0,41.21,-0.08,0.62,-0.56,1000,2,-5,0,0.0,5,2.0,40,20,312,216,10,50,45
99,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],394.96,-60.49,-16.02,-52.95,5.69,-3.56,63.83,294.93,777.0,316.0,461.0,40.67,-0.08,0.62,-0.56,1000,2,-5,0,0.0,5,2.4,20,20,312,216,10,50,45
100,[2021-12-01 00:00:00] -> [2022-01-01 23:55:00],385.33,-61.45,-16.02,-54.1,5.69,-3.93,64.57,284.18,769.0,312.0,457.0,40.57,-0.08,0.63,-0.57,1000,2,-5,0,0.0,5,2.4,30,20,312,216,10,50,45
